K	M	STATISTIC	VALUE
5	110	lanczos_mean	0
5	110	lanczos_min	0
5	110	lanczos_max	0
5	110	lanczos_mean_converged	0
5	110	lanczos_min_converged	0
5	110	lanczos_max_converged	0
5	110	time_input	16.378
5	110	time_solve	317.901
5	110	compression_ratio	0.194597
5	120	iterations	82
5	120	L_final	1662.01
5	120	lanczos_mean	0
5	120	lanczos_min	0
5	120	lanczos_max	0
5	120	lanczos_mean_converged	0
5	120	lanczos_min_converged	0
5	120	lanczos_max_converged	0
5	120	time_input	15.9607
5	120	time_solve	347.768
5	120	compression_ratio	0.212249
5	130	iterations	82
5	130	L_final	1420.86
5	130	lanczos_mean	0
5	130	lanczos_min	0
5	130	lanczos_max	0
5	130	lanczos_mean_converged	0
5	130	lanczos_min_converged	0
5	130	lanczos_max_converged	0
5	130	time_input	9.10636
5	130	time_solve	395.489
5	130	compression_ratio	0.2299
5	140	iterations	82
5	140	L_final	1225.15
5	140	lanczos_mean	0
5	140	lanczos_min	0
5	140	lanczos_max	0
5	140	lanczos_mean_converged	0
5	140	lanczos_min_converged	0
5	140	lanczos_max_converged	0
5	140	time_input	8.91187
5	140	time_solve	442.228
5	140	compression_ratio	0.247551
5	150	iterations	82
5	150	L_final	1063.96
5	150	lanczos_mean	0
5	150	lanczos_min	0
5	150	lanczos_max	0
5	150	lanczos_mean_converged	0
5	150	lanczos_min_converged	0
5	150	lanczos_max_converged	0
5	150	time_input	15.7902
5	150	time_solve	480.451
5	150	compression_ratio	0.265202
5	160	iterations	82
5	160	L_final	929.27
5	160	lanczos_mean	0
5	160	lanczos_min	0
5	160	lanczos_max	0
5	160	lanczos_mean_converged	0
5	160	lanczos_min_converged	0
5	160	lanczos_max_converged	0
5	160	time_input	15.29
5	160	time_solve	522.841
5	160	compression_ratio	0.282853
5	170	iterations	82
5	170	L_final	816.804
5	170	lanczos_mean	0
5	170	lanczos_min	0
5	170	lanczos_max	0
5	170	lanczos_mean_converged	0
5	170	lanczos_min_converged	0
5	170	lanczos_max_converged	0
5	170	time_input	16.8062
5	170	time_solve	571.556
5	170	compression_ratio	0.300504
5	180	iterations	82
5	180	L_final	721.545
5	180	lanczos_mean	0
5	180	lanczos_min	0
5	180	lanczos_max	0
5	180	lanczos_mean_converged	0
5	180	lanczos_min_converged	0
5	180	lanczos_max_converged	0
5	180	time_input	16.7169
5	180	time_solve	612.843
5	180	compression_ratio	0.318155
5	190	iterations	82
5	190	L_final	640.846
5	190	lanczos_mean	0
5	190	lanczos_min	0
5	190	lanczos_max	0
5	190	lanczos_mean_converged	0
5	190	lanczos_min_converged	0
5	190	lanczos_max_converged	0
5	190	time_input	16.0512
5	190	time_solve	661.969
5	190	compression_ratio	0.335806
5	200	iterations	82
5	200	L_final	571.758
5	200	lanczos_mean	0
5	200	lanczos_min	0
5	200	lanczos_max	0
5	200	lanczos_mean_converged	0
5	200	lanczos_min_converged	0
5	200	lanczos_max_converged	0
5	200	time_input	15.6984
5	200	time_solve	730.293
5	200	compression_ratio	0.353457
6	10	iterations	65
6	10	L_final	72700.7
6	10	lanczos_mean	0
6	10	lanczos_min	0
6	10	lanczos_max	0
6	10	lanczos_mean_converged	0
6	10	lanczos_min_converged	0
6	10	lanczos_max_converged	0
6	10	time_input	16.4261
6	10	time_solve	101.868
6	10	compression_ratio	0.0216372
6	20	iterations	65
6	20	L_final	29940.3
6	20	lanczos_mean	0
6	20	lanczos_min	0
6	20	lanczos_max	0
6	20	lanczos_mean_converged	0
6	20	lanczos_min_converged	0
6	20	lanczos_max_converged	0
6	20	time_input	9.2197
6	20	time_solve	109.655
6	20	compression_ratio	0.0428185
6	30	iterations	65
6	30	L_final	16717.3
6	30	lanczos_mean	0
6	30	lanczos_min	0
6	30	lanczos_max	0
6	30	lanczos_mean_converged	0
6	30	lanczos_min_converged	0
6	30	lanczos_max_converged	0
6	30	time_input	8.49662
6	30	time_solve	120.842
6	30	compression_ratio	0.0639999
6	40	iterations	65
6	40	L_final	10616.5
6	40	lanczos_mean	0
6	40	lanczos_min	0
6	40	lanczos_max	0
6	40	lanczos_mean_converged	0
6	40	lanczos_min_converged	0
6	40	lanczos_max_converged	0
6	40	time_input	9.21106
6	40	time_solve	133.049
6	40	compression_ratio	0.0851812
6	50	iterations	65
6	50	L_final	7405.74
6	50	lanczos_mean	0
6	50	lanczos_min	0
6	50	lanczos_max	0
6	50	lanczos_mean_converged	0
6	50	lanczos_min_converged	0
6	50	lanczos_max_converged	0
6	50	time_input	8.52261
6	50	time_solve	152.243
6	50	compression_ratio	0.106363
6	60	iterations	65
6	60	L_final	5459.32
6	60	lanczos_mean	0
6	60	lanczos_min	0
6	60	lanczos_max	0
6	60	lanczos_mean_converged	0
6	60	lanczos_min_converged	0
6	60	lanczos_max_converged	0
6	60	time_input	15.7736
6	60	time_solve	171.628
6	60	compression_ratio	0.127544
6	70	iterations	65
6	70	L_final	4186.13
6	70	lanczos_mean	0
6	70	lanczos_min	0
6	70	lanczos_max	0
6	70	lanczos_mean_converged	0
6	70	lanczos_min_converged	0
6	70	lanczos_max_converged	0
6	70	time_input	10.9451
6	70	time_solve	198.168
6	70	compression_ratio	0.148725
6	80	iterations	65
6	80	L_final	3300.15
6	80	lanczos_mean	0
6	80	lanczos_min	0
6	80	lanczos_max	0
6	80	lanczos_mean_converged	0
6	80	lanczos_min_converged	0
6	80	lanczos_max_converged	0
6	80	time_input	7.56561
6	80	time_solve	222.849
6	80	compression_ratio	0.169907
6	90	iterations	65
6	90	L_final	2666.97
6	90	lanczos_mean	0
6	90	lanczos_min	0
6	90	lanczos_max	0
6	90	lanczos_mean_converged	0
6	90	lanczos_min_converged	0
6	90	lanczos_max_converged	0
6	90	time_input	7.56736
6	90	time_solve	249.294
6	90	compression_ratio	0.191088
6	100	iterations	65
6	100	L_final	2195.19
6	100	lanczos_mean	0
6	100	lanczos_min	0
6	100	lanczos_max	0
6	100	lanczos_mean_converged	0
6	100	lanczos_min_converged	0
6	100	lanczos_max_converged	0
6	100	time_input	9.90925
6	100	time_solve	284.378
6	100	compression_ratio	0.212269
6	110	iterations	65
6	110	L_final	1832.22
6	110	lanczos_mean	0
6	110	lanczos_min	0
6	110	lanczos_max	0
6	110	lanczos_mean_converged	0
6	110	lanczos_min_converged	0
6	110	lanczos_max_converged	0
6	110	time_input	8.67999
6	110	time_solve	313.783
6	110	compression_ratio	0.23345
6	120	iterations	65
6	120	L_final	1546.57
6	120	lanczos_mean	0
6	120	lanczos_min	0
6	120	lanczos_max	0
6	120	lanczos_mean_converged	0
6	120	lanczos_min_converged	0
6	120	lanczos_max_converged	0
6	120	time_input	8.71561
6	120	time_solve	347.66
6	120	compression_ratio	0.254632
6	130	iterations	65
6	130	L_final	1318.94
6	130	lanczos_mean	0
6	130	lanczos_min	0
6	130	lanczos_max	0
6	130	lanczos_mean_converged	0
6	130	lanczos_min_converged	0
6	130	lanczos_max_converged	0
6	130	time_input	13.8689
6	130	time_solve	376.734
6	130	compression_ratio	0.275813
6	140	iterations	65
6	140	L_final	1135.84
6	140	lanczos_mean	0
6	140	lanczos_min	0
6	140	lanczos_max	0
6	140	lanczos_mean_converged	0
6	140	lanczos_min_converged	0
6	140	lanczos_max_converged	0
6	140	time_input	7.78253
6	140	time_solve	424.684
6	140	compression_ratio	0.296994
6	150	iterations	65
6	150	L_final	985.343
6	150	lanczos_mean	0
6	150	lanczos_min	0
6	150	lanczos_max	0
6	150	lanczos_mean_converged	0
6	150	lanczos_min_converged	0
6	150	lanczos_max_converged	0
6	150	time_input	8.41629
6	150	time_solve	465.548
6	150	compression_ratio	0.318176
6	160	iterations	65
6	160	L_final	861.48
6	160	lanczos_mean	0
6	160	lanczos_min	0
6	160	lanczos_max	0
6	160	lanczos_mean_converged	0
6	160	lanczos_min_converged	0
6	160	lanczos_max_converged	0
6	160	time_input	16.5092
6	160	time_solve	526.224
6	160	compression_ratio	0.339357
6	170	iterations	65
6	170	L_final	757.163
6	170	lanczos_mean	0
6	170	lanczos_min	0
6	170	lanczos_max	0
6	170	lanczos_mean_converged	0
6	170	lanczos_min_converged	0
6	170	lanczos_max_converged	0
6	170	time_input	15.8795
6	170	time_solve	566.014
6	170	compression_ratio	0.360538
6	180	iterations	65
6	180	L_final	669.063
6	180	lanczos_mean	0
6	180	lanczos_min	0
6	180	lanczos_max	0
6	180	lanczos_mean_converged	0
6	180	lanczos_min_converged	0
6	180	lanczos_max_converged	0
6	180	time_input	13.1444
6	180	time_solve	627.177
6	180	compression_ratio	0.38172
6	190	iterations	65
6	190	L_final	593.614
6	190	lanczos_mean	0
6	190	lanczos_min	0
6	190	lanczos_max	0
6	190	lanczos_mean_converged	0
6	190	lanczos_min_converged	0
6	190	lanczos_max_converged	0
6	190	time_input	10.0669
6	190	time_solve	669.598
6	190	compression_ratio	0.402901
6	200	iterations	65
6	200	L_final	529
6	200	lanczos_mean	0
6	200	lanczos_min	0
6	200	lanczos_max	0
6	200	lanczos_mean_converged	0
6	200	lanczos_min_converged	0
6	200	lanczos_max_converged	0
6	200	time_input	9.85547
6	200	time_solve	737.886
6	200	compression_ratio	0.424082
7	10	iterations	62
7	10	L_final	62857.4
7	10	lanczos_mean	0
7	10	lanczos_min	0
7	10	lanczos_max	0
7	10	lanczos_mean_converged	0
7	10	lanczos_min_converged	0
7	10	lanczos_max_converged	0
7	10	time_input	13.7375
7	10	time_solve	111.467
7	10	compression_ratio	0.025188
7	20	iterations	62
7	20	L_final	25368.8
7	20	lanczos_mean	0
7	20	lanczos_min	0
7	20	lanczos_max	0
7	20	lanczos_mean_converged	0
7	20	lanczos_min_converged	0
7	20	lanczos_max_converged	0
7	20	time_input	15.5739
7	20	time_solve	121.809
7	20	compression_ratio	0.0498996
7	30	iterations	62
7	30	L_final	13836.6
7	30	lanczos_mean	0
7	30	lanczos_min	0
7	30	lanczos_max	0
7	30	lanczos_mean_converged	0
7	30	lanczos_min_converged	0
7	30	lanczos_max_converged	0
7	30	time_input	15.6726
7	30	time_solve	134.855
7	30	compression_ratio	0.0746111
7	40	iterations	62
7	40	L_final	8791.86
7	40	lanczos_mean	0
7	40	lanczos_min	0
7	40	lanczos_max	0
7	40	lanczos_mean_converged	0
7	40	lanczos_min_converged	0
7	40	lanczos_max_converged	0
7	40	time_input	10.8509
7	40	time_solve	151.486
7	40	compression_ratio	0.0993227
7	50	iterations	62
7	50	L_final	6052.79
7	50	lanczos_mean	0
7	50	lanczos_min	0
7	50	lanczos_max	0
7	50	lanczos_mean_converged	0
7	50	lanczos_min_converged	0
7	50	lanczos_max_converged	0
7	50	time_input	10.746
7	50	time_solve	171.594
7	50	compression_ratio	0.124034
7	60	iterations	62
7	60	L_final	4445.59
7	60	lanczos_mean	0
7	60	lanczos_min	0
7	60	lanczos_max	0
7	60	lanczos_mean_converged	0
7	60	lanczos_min_converged	0
7	60	lanczos_max_converged	0
7	60	time_input	15.7003
7	60	time_solve	197.191
7	60	compression_ratio	0.148746
7	70	iterations	62
7	70	L_final	3405.73
7	70	lanczos_mean	0
7	70	lanczos_min	0
7	70	lanczos_max	0
7	70	lanczos_mean_converged	0
7	70	lanczos_min_converged	0
7	70	lanczos_max_converged	0
7	70	time_input	12.6726
7	70	time_solve	225.443
7	70	compression_ratio	0.173457
7	80	iterations	62
7	80	L_final	2682.85
7	80	lanczos_mean	0
7	80	lanczos_min	0
7	80	lanczos_max	0
7	80	lanczos_mean_converged	0
7	80	lanczos_min_converged	0
7	80	lanczos_max_converged	0
7	80	time_input	12.1704
7	80	time_solve	259.896
7	80	compression_ratio	0.198169
7	90	iterations	62
7	90	L_final	2159.27
7	90	lanczos_mean	0
7	90	lanczos_min	0
7	90	lanczos_max	0
7	90	lanczos_mean_converged	0
7	90	lanczos_min_converged	0
7	90	lanczos_max_converged	0
7	90	time_input	8.71712
7	90	time_solve	293.524
7	90	compression_ratio	0.22288
7	100	iterations	62
7	100	L_final	1767.44
7	100	lanczos_mean	0
7	100	lanczos_min	0
7	100	lanczos_max	0
7	100	lanczos_mean_converged	0
7	100	lanczos_min_converged	0
7	100	lanczos_max_converged	0
7	100	time_input	8.66113
7	100	time_solve	321.305
7	100	compression_ratio	0.247592
7	110	iterations	62
7	110	L_final	1470.69
7	110	lanczos_mean	0
7	110	lanczos_min	0
7	110	lanczos_max	0
7	110	lanczos_mean_converged	0
7	110	lanczos_min_converged	0
7	110	lanczos_max_converged	0
7	110	time_input	13.3264
7	110	time_solve	366.372
7	110	compression_ratio	0.272303
7	120	iterations	62
7	120	L_final	1238.6
7	120	lanczos_mean	0
7	120	lanczos_min	0
7	120	lanczos_max	0
7	120	lanczos_mean_converged	0
7	120	lanczos_min_converged	0
7	120	lanczos_max_converged	0
7	120	time_input	12.2233
7	120	time_solve	403.315
7	120	compression_ratio	0.297015
7	130	iterations	62
7	130	L_final	1055.31
7	130	lanczos_mean	0
7	130	lanczos_min	0
7	130	lanczos_max	0
7	130	lanczos_mean_converged	0
7	130	lanczos_min_converged	0
7	130	lanczos_max_converged	0
7	130	time_input	15.6791
7	130	time_solve	453.794
7	130	compression_ratio	0.321727
7	140	iterations	62
7	140	L_final	907.455
7	140	lanczos_mean	0
7	140	lanczos_min	0
7	140	lanczos_max	0
7	140	lanczos_mean_converged	0
7	140	lanczos_min_converged	0
7	140	lanczos_max_converged	0
7	140	time_input	8.85068
7	140	time_solve	507.568
7	140	compression_ratio	0.346438
7	150	iterations	62
7	150	L_final	786.151
7	150	lanczos_mean	0
7	150	lanczos_min	0
7	150	lanczos_max	0
7	150	lanczos_mean_converged	0
7	150	lanczos_min_converged	0
7	150	lanczos_max_converged	0
7	150	time_input	8.85053
7	150	time_solve	567.075
7	150	compression_ratio	0.37115
7	160	iterations	62
7	160	L_final	685.219
7	160	lanczos_mean	0
7	160	lanczos_min	0
7	160	lanczos_max	0
7	160	lanczos_mean_converged	0
7	160	lanczos_min_converged	0
7	160	lanczos_max_converged	0
7	160	time_input	16.9273
7	160	time_solve	615.835
7	160	compression_ratio	0.395861
7	170	iterations	62
7	170	L_final	601.038
7	170	lanczos_mean	0
7	170	lanczos_min	0
7	170	lanczos_max	0
7	170	lanczos_mean_converged	0
7	170	lanczos_min_converged	0
7	170	lanczos_max_converged	0
7	170	time_input	8.649
7	170	time_solve	679.044
7	170	compression_ratio	0.420573
7	180	iterations	62
7	180	L_final	529.936
7	180	lanczos_mean	0
7	180	lanczos_min	0
7	180	lanczos_max	0
7	180	lanczos_mean_converged	0
7	180	lanczos_min_converged	0
7	180	lanczos_max_converged	0
7	180	time_input	8.85717
7	180	time_solve	733.373
7	180	compression_ratio	0.445284
7	190	iterations	62
7	190	L_final	469.612
7	190	lanczos_mean	0
7	190	lanczos_min	0
7	190	lanczos_max	0
7	190	lanczos_mean_converged	0
7	190	lanczos_min_converged	0
7	190	lanczos_max_converged	0
7	190	time_input	16.7652
7	190	time_solve	801.235
7	190	compression_ratio	0.469996
7	200	iterations	62
7	200	L_final	417.978
7	200	lanczos_mean	0
7	200	lanczos_min	0
7	200	lanczos_max	0
7	200	lanczos_mean_converged	0
7	200	lanczos_min_converged	0
7	200	lanczos_max_converged	0
7	200	time_input	16.25
7	200	time_solve	866.704
7	200	compression_ratio	0.494707
8	10	iterations	69
8	10	L_final	54445.5
8	10	lanczos_mean	0
8	10	lanczos_min	0
8	10	lanczos_max	0
8	10	lanczos_mean_converged	0
8	10	lanczos_min_converged	0
8	10	lanczos_max_converged	0
8	10	time_input	11.0837
8	10	time_solve	139.146
8	10	compression_ratio	0.0287388
8	20	iterations	69
8	20	L_final	21665.1
8	20	lanczos_mean	0
8	20	lanczos_min	0
8	20	lanczos_max	0
8	20	lanczos_mean_converged	0
8	20	lanczos_min_converged	0
8	20	lanczos_max_converged	0
8	20	time_input	11.1201
8	20	time_solve	149.954
8	20	compression_ratio	0.0569806
8	30	iterations	69
8	30	L_final	11792.8
8	30	lanczos_mean	0
8	30	lanczos_min	0
8	30	lanczos_max	0
8	30	lanczos_mean_converged	0
8	30	lanczos_min_converged	0
8	30	lanczos_max_converged	0
8	30	time_input	11.0507
8	30	time_solve	164.608
8	30	compression_ratio	0.0852224
8	40	iterations	69
8	40	L_final	7529.95
8	40	lanczos_mean	0
8	40	lanczos_min	0
8	40	lanczos_max	0
8	40	lanczos_mean_converged	0
8	40	lanczos_min_converged	0
8	40	lanczos_max_converged	0
8	40	time_input	11.0508
8	40	time_solve	184.613
8	40	compression_ratio	0.113464
8	50	iterations	69
8	50	L_final	5250.79
8	50	lanczos_mean	0
8	50	lanczos_min	0
8	50	lanczos_max	0
8	50	lanczos_mean_converged	0
8	50	lanczos_min_converged	0
8	50	lanczos_max_converged	0
8	50	time_input	11.0748
8	50	time_solve	210.279
8	50	compression_ratio	0.141706
8	60	iterations	69
8	60	L_final	3871.67
8	60	lanczos_mean	0
8	60	lanczos_min	0
8	60	lanczos_max	0
8	60	lanczos_mean_converged	0
8	60	lanczos_min_converged	0
8	60	lanczos_max_converged	0
8	60	time_input	11.042
8	60	time_solve	235.191
8	60	compression_ratio	0.169948
8	70	iterations	69
8	70	L_final	2963.58
8	70	lanczos_mean	0
8	70	lanczos_min	0
8	70	lanczos_max	0
8	70	lanczos_mean_converged	0
8	70	lanczos_min_converged	0
8	70	lanczos_max_converged	0
8	70	time_input	11.0641
8	70	time_solve	267.39
8	70	compression_ratio	0.198189
8	80	iterations	69
8	80	L_final	2336.51
8	80	lanczos_mean	0
8	80	lanczos_min	0
8	80	lanczos_max	0
8	80	lanczos_mean_converged	0
8	80	lanczos_min_converged	0
8	80	lanczos_max_converged	0
8	80	time_input	10.853
8	80	time_solve	307.074
8	80	compression_ratio	0.226431
8	90	iterations	69
8	90	L_final	1882.66
8	90	lanczos_mean	0
8	90	lanczos_min	0
8	90	lanczos_max	0
8	90	lanczos_mean_converged	0
8	90	lanczos_min_converged	0
8	90	lanczos_max_converged	0
8	90	time_input	10.9202
8	90	time_solve	344.455
8	90	compression_ratio	0.254673
8	100	iterations	69
8	100	L_final	1540.83
8	100	lanczos_mean	0
8	100	lanczos_min	0
8	100	lanczos_max	0
8	100	lanczos_mean_converged	0
8	100	lanczos_min_converged	0
8	100	lanczos_max_converged	0
8	100	time_input	10.8713
8	100	time_solve	378.942
8	100	compression_ratio	0.282915
8	110	iterations	69
8	110	L_final	1281.04
8	110	lanczos_mean	0
8	110	lanczos_min	0
8	110	lanczos_max	0
8	110	lanczos_mean_converged	0
8	110	lanczos_min_converged	0
8	110	lanczos_max_converged	0
8	110	time_input	10.8903
8	110	time_solve	425.062
8	110	compression_ratio	0.311156
8	120	iterations	69
8	120	L_final	1079.79
8	120	lanczos_mean	0
8	120	lanczos_min	0
8	120	lanczos_max	0
8	120	lanczos_mean_converged	0
8	120	lanczos_min_converged	0
8	120	lanczos_max_converged	0
8	120	time_input	11.0516
8	120	time_solve	487.806
8	120	compression_ratio	0.339398
8	130	iterations	69
8	130	L_final	918.55
8	130	lanczos_mean	0
8	130	lanczos_min	0
8	130	lanczos_max	0
8	130	lanczos_mean_converged	0
8	130	lanczos_min_converged	0
8	130	lanczos_max_converged	0
8	130	time_input	11.0456
8	130	time_solve	533.533
8	130	compression_ratio	0.36764
8	140	iterations	69
8	140	L_final	787.888
8	140	lanczos_mean	0
8	140	lanczos_min	0
8	140	lanczos_max	0
8	140	lanczos_mean_converged	0
8	140	lanczos_min_converged	0
8	140	lanczos_max_converged	0
8	140	time_input	10.998
8	140	time_solve	581.996
8	140	compression_ratio	0.395882
8	150	iterations	69
8	150	L_final	681.292
8	150	lanczos_mean	0
8	150	lanczos_min	0
8	150	lanczos_max	0
8	150	lanczos_mean_converged	0
8	150	lanczos_min_converged	0
8	150	lanczos_max_converged	0
8	150	time_input	11.0528
8	150	time_solve	642.461
8	150	compression_ratio	0.424124
8	160	iterations	69
8	160	L_final	593.274
8	160	lanczos_mean	0
8	160	lanczos_min	0
8	160	lanczos_max	0
8	160	lanczos_mean_converged	0
8	160	lanczos_min_converged	0
8	160	lanczos_max_converged	0
8	160	time_input	11.0728
8	160	time_solve	707.576
8	160	compression_ratio	0.452365
8	170	iterations	69
8	170	L_final	519.781
8	170	lanczos_mean	0
8	170	lanczos_min	0
8	170	lanczos_max	0
8	170	lanczos_mean_converged	0
8	170	lanczos_min_converged	0
8	170	lanczos_max_converged	0
8	170	time_input	15.5291
8	170	time_solve	778.1
8	170	compression_ratio	0.480607
8	180	iterations	69
8	180	L_final	457.746
8	180	lanczos_mean	0
8	180	lanczos_min	0
8	180	lanczos_max	0
8	180	lanczos_mean_converged	0
8	180	lanczos_min_converged	0
8	180	lanczos_max_converged	0
8	180	time_input	11.3013
8	180	time_solve	837.128
8	180	compression_ratio	0.508849
8	190	iterations	69
8	190	L_final	405.246
8	190	lanczos_mean	0
8	190	lanczos_min	0
8	190	lanczos_max	0
8	190	lanczos_mean_converged	0
8	190	lanczos_min_converged	0
8	190	lanczos_max_converged	0
8	190	time_input	8.9005
8	190	time_solve	915.714
8	190	compression_ratio	0.537091
8	200	iterations	69
8	200	L_final	360.262
8	200	lanczos_mean	0
8	200	lanczos_min	0
8	200	lanczos_max	0
8	200	lanczos_mean_converged	0
8	200	lanczos_min_converged	0
8	200	lanczos_max_converged	0
8	200	time_input	9.07867
8	200	time_solve	1014.29
8	200	compression_ratio	0.565332
9	10	iterations	45
9	10	L_final	53272.4
9	10	lanczos_mean	0
9	10	lanczos_min	0
9	10	lanczos_max	0
9	10	lanczos_mean_converged	0
9	10	lanczos_min_converged	0
9	10	lanczos_max_converged	0
9	10	time_input	8.88494
9	10	time_solve	90.9891
9	10	compression_ratio	0.0322896
9	20	iterations	45
9	20	L_final	21577.1
9	20	lanczos_mean	0
9	20	lanczos_min	0
9	20	lanczos_max	0
9	20	lanczos_mean_converged	0
9	20	lanczos_min_converged	0
9	20	lanczos_max_converged	0
9	20	time_input	8.92646
9	20	time_solve	100.845
9	20	compression_ratio	0.0640616
9	30	iterations	45
9	30	L_final	11705
9	30	lanczos_mean	0
9	30	lanczos_min	0
9	30	lanczos_max	0
9	30	lanczos_mean_converged	0
9	30	lanczos_min_converged	0
9	30	lanczos_max_converged	0
9	30	time_input	8.591
9	30	time_solve	114.022
9	30	compression_ratio	0.0958336
9	40	iterations	45
9	40	L_final	7455.33
9	40	lanczos_mean	0
9	40	lanczos_min	0
9	40	lanczos_max	0
9	40	lanczos_mean_converged	0
9	40	lanczos_min_converged	0
9	40	lanczos_max_converged	0
9	40	time_input	9.7185
9	40	time_solve	131.611
9	40	compression_ratio	0.127606
9	50	iterations	45
9	50	L_final	5157.66
9	50	lanczos_mean	0
9	50	lanczos_min	0
9	50	lanczos_max	0
9	50	lanczos_mean_converged	0
9	50	lanczos_min_converged	0
9	50	lanczos_max_converged	0
9	50	time_input	8.9019
9	50	time_solve	152.066
9	50	compression_ratio	0.159378
9	60	iterations	45
9	60	L_final	3797.5
9	60	lanczos_mean	0
9	60	lanczos_min	0
9	60	lanczos_max	0
9	60	lanczos_mean_converged	0
9	60	lanczos_min_converged	0
9	60	lanczos_max_converged	0
9	60	time_input	8.61949
9	60	time_solve	176.964
9	60	compression_ratio	0.19115
9	70	iterations	45
9	70	L_final	2909.27
9	70	lanczos_mean	0
9	70	lanczos_min	0
9	70	lanczos_max	0
9	70	lanczos_mean_converged	0
9	70	lanczos_min_converged	0
9	70	lanczos_max_converged	0
9	70	time_input	16.9888
9	70	time_solve	206.506
9	70	compression_ratio	0.222922
9	80	iterations	45
9	80	L_final	2291.68
9	80	lanczos_mean	0
9	80	lanczos_min	0
9	80	lanczos_max	0
9	80	lanczos_mean_converged	0
9	80	lanczos_min_converged	0
9	80	lanczos_max_converged	0
9	80	time_input	11.8023
9	80	time_solve	235.745
9	80	compression_ratio	0.254694
9	90	iterations	45
9	90	L_final	1848.01
9	90	lanczos_mean	0
9	90	lanczos_min	0
9	90	lanczos_max	0
9	90	lanczos_mean_converged	0
9	90	lanczos_min_converged	0
9	90	lanczos_max_converged	0
9	90	time_input	11.9784
9	90	time_solve	271.02
9	90	compression_ratio	0.286466
9	100	iterations	45
9	100	L_final	1518
9	100	lanczos_mean	0
9	100	lanczos_min	0
9	100	lanczos_max	0
9	100	lanczos_mean_converged	0
9	100	lanczos_min_converged	0
9	100	lanczos_max_converged	0
9	100	time_input	15.7954
9	100	time_solve	309.197
9	100	compression_ratio	0.318238
9	110	iterations	45
9	110	L_final	1265.73
9	110	lanczos_mean	0
9	110	lanczos_min	0
9	110	lanczos_max	0
9	110	lanczos_mean_converged	0
9	110	lanczos_min_converged	0
9	110	lanczos_max_converged	0
9	110	time_input	16.7294
9	110	time_solve	353.531
9	110	compression_ratio	0.350009
9	120	iterations	45
9	120	L_final	1067.97
9	120	lanczos_mean	0
9	120	lanczos_min	0
9	120	lanczos_max	0
9	120	lanczos_mean_converged	0
9	120	lanczos_min_converged	0
9	120	lanczos_max_converged	0
9	120	time_input	12.077
9	120	time_solve	397.719
9	120	compression_ratio	0.381781
9	130	iterations	45
9	130	L_final	910.303
9	130	lanczos_mean	0
9	130	lanczos_min	0
9	130	lanczos_max	0
9	130	lanczos_mean_converged	0
9	130	lanczos_min_converged	0
9	130	lanczos_max_converged	0
9	130	time_input	12.1359
9	130	time_solve	439.02
9	130	compression_ratio	0.413553
9	140	iterations	45
9	140	L_final	782.514
9	140	lanczos_mean	0
9	140	lanczos_min	0
9	140	lanczos_max	0
9	140	lanczos_mean_converged	0
9	140	lanczos_min_converged	0
9	140	lanczos_max_converged	0
9	140	time_input	16.2313
9	140	time_solve	488.068
9	140	compression_ratio	0.445325
9	150	iterations	45
9	150	L_final	678.028
9	150	lanczos_mean	0
9	150	lanczos_min	0
9	150	lanczos_max	0
9	150	lanczos_mean_converged	0
9	150	lanczos_min_converged	0
9	150	lanczos_max_converged	0
9	150	time_input	7.57112
9	150	time_solve	552.649
9	150	compression_ratio	0.477097
9	160	iterations	45
9	160	L_final	591.028
9	160	lanczos_mean	0
9	160	lanczos_min	0
9	160	lanczos_max	0
9	160	lanczos_mean_converged	0
9	160	lanczos_min_converged	0
9	160	lanczos_max_converged	0
9	160	time_input	7.46672
9	160	time_solve	613.312
9	160	compression_ratio	0.508869
9	170	iterations	45
9	170	L_final	518.118
9	170	lanczos_mean	0
9	170	lanczos_min	0
9	170	lanczos_max	0
9	170	lanczos_mean_converged	0
9	170	lanczos_min_converged	0
9	170	lanczos_max_converged	0
9	170	time_input	8.61146
9	170	time_solve	650.511
9	170	compression_ratio	0.540641
9	180	iterations	45
9	180	L_final	456.948
9	180	lanczos_mean	0
9	180	lanczos_min	0
9	180	lanczos_max	0
9	180	lanczos_mean_converged	0
9	180	lanczos_min_converged	0
9	180	lanczos_max_converged	0
9	180	time_input	8.61399
9	180	time_solve	713.446
9	180	compression_ratio	0.572413
9	190	iterations	45
9	190	L_final	405.132
9	190	lanczos_mean	0
9	190	lanczos_min	0
9	190	lanczos_max	0
9	190	lanczos_mean_converged	0
9	190	lanczos_min_converged	0
9	190	lanczos_max_converged	0
9	190	time_input	13.7293
9	190	time_solve	792.242
9	190	compression_ratio	0.604185
9	200	iterations	45
9	200	L_final	360.541
9	200	lanczos_mean	0
9	200	lanczos_min	0
9	200	lanczos_max	0
9	200	lanczos_mean_converged	0
9	200	lanczos_min_converged	0
9	200	lanczos_max_converged	0
9	200	time_input	15.145
9	200	time_solve	850.145
9	200	compression_ratio	0.635957
10	10	iterations	52
10	10	L_final	48995.3
10	10	lanczos_mean	0
10	10	lanczos_min	0
10	10	lanczos_max	0
10	10	lanczos_mean_converged	0
10	10	lanczos_min_converged	0
10	10	lanczos_max_converged	0
10	10	time_input	15.8787
10	10	time_solve	117.224
10	10	compression_ratio	0.0358404
10	20	iterations	52
10	20	L_final	19114.6
