VARIABLE	ENSEMBLE	RMSZ	EXCLUDED
CCN3	060.nc4	0.957790174296	0
CCN3	061.nc4	1.60921099319	0
CCN3	062.nc4	1.04997559585	0
CCN3	063.nc4	0.969115840239	0
CCN3	064.nc4	0.965297491249	0
CCN3	065.nc4	0.969474472924	0
CCN3	066.nc4	0.948267200589	0
CCN3	067.nc4	0.932545600734	0
CCN3	068.nc4	1.03558526672	0
CCN3	069.nc4	1.16661503955	0
CCN3	070.nc4	1.00677540043	0
CCN3	071.nc4	0.916345036946	0
CCN3	072.nc4	0.895814096595	0
CCN3	073.nc4	1.08477043555	0
CCN3	074.nc4	1.03866966286	0
CCN3	075.nc4	0.907718328428	0
CCN3	076.nc4	1.1132111779	0
CCN3	077.nc4	0.866810888049	0
CCN3	078.nc4	0.980682616099	0
CCN3	079.nc4	1.00413212272	0
CCN3	080.nc4	0.983659002942	0
CCN3	081.nc4	0.916332281047	0
CCN3	082.nc4	0.994384178834	0
CCN3	083.nc4	0.975450858492	0
CCN3	084.nc4	0.956192626083	0
CCN3	085.nc4	0.913294506833	0
CCN3	086.nc4	0.970676770452	0
CCN3	087.nc4	0.928036129045	0
CCN3	088.nc4	1.02295079868	0
CCN3	089.nc4	0.977750764847	0
CCN3	090.nc4	0.956908383621	0
CCN3	091.nc4	1.02287117604	0
CCN3	092.nc4	0.989351538341	0
CCN3	093.nc4	0.996406156109	0
CCN3	094.nc4	1.03339156136	0
CCN3	095.nc4	1.07476708733	0
CCN3	096.nc4	1.01100208006	0
CCN3	097.nc4	1.00379946036	0
CCN3	098.nc4	0.991015279089	0
CCN3	099.nc4	0.889918488643	0
CCN3	100.nc4	1.2383693437	0
