VARIABLE	ENSEMBLE	RMSZ	EXCLUDED
U	000.nc4	1.00687264483	0
U	001.nc4	1.15382707723	0
U	002.nc4	0.92688456673	0
U	003.nc4	0.917752410962	0
U	004.nc4	1.01628600895	0
U	005.nc4	1.08780193622	0
U	006.nc4	1.04713686991	0
U	007.nc4	0.965605748396	0
U	008.nc4	0.896764962826	0
U	009.nc4	0.994579384065	0
U	010.nc4	1.06431857372	0
U	011.nc4	1.17769598973	0
U	012.nc4	1.1585299558	0
U	013.nc4	0.973906685995	0
U	014.nc4	1.0225708315	0
U	015.nc4	1.03924252805	0
U	016.nc4	0.804180793167	0
U	017.nc4	1.143828328	0
U	018.nc4	1.02057530659	0
U	019.nc4	1.04564461734	0
U	020.nc4	1.20139824473	0
U	021.nc4	0.952828319877	0
U	022.nc4	0.900893202753	0
U	023.nc4	0.945451702979	0
U	024.nc4	1.0240969944	0
U	025.nc4	0.959286858031	0
U	026.nc4	1.08256631183	0
U	027.nc4	1.0159189736	0
U	028.nc4	0.972538493366	0
U	029.nc4	1.0598321126	0
U	030.nc4	0.957144902771	0
U	031.nc4	0.869084917257	0
U	032.nc4	0.863795872889	0
U	033.nc4	0.915832516482	0
U	034.nc4	0.968884282707	0
U	035.nc4	0.963847433805	0
U	036.nc4	1.13111923293	0
U	037.nc4	1.0667685513	0
U	038.nc4	0.928549129729	0
U	039.nc4	1.24238960655	0
U	040.nc4	1.03193687522	0
U	041.nc4	0.865230884318	0
U	042.nc4	0.964379062222	0
U	043.nc4	0.962223191862	0
U	044.nc4	0.932455072662	0
U	045.nc4	1.03698589073	0
U	046.nc4	0.963991690675	0
U	047.nc4	1.15669383655	0
U	048.nc4	1.19078418826	0
U	049.nc4	0.936804038208	0
U	050.nc4	0.962812928598	0
U	051.nc4	0.92410474471	0
U	052.nc4	1.19736373347	0
U	053.nc4	1.12276163191	0
U	054.nc4	1.08491200707	0
U	055.nc4	0.931220963449	0
U	056.nc4	0.962031811654	0
U	057.nc4	1.07243580229	0
U	058.nc4	1.03983386565	0
U	059.nc4	1.29528328947	0
U	060.nc4	0.901231823877	0
U	061.nc4	1.22656020709	0
U	062.nc4	1.11933030343	0
U	063.nc4	1.01909492623	0
U	064.nc4	0.971576834235	0
U	065.nc4	0.897378493728	0
U	066.nc4	1.08823136764	0
U	067.nc4	0.896026013235	0
U	068.nc4	1.19114487512	0
U	069.nc4	1.0227604217	0
U	070.nc4	1.01076116212	0
U	071.nc4	0.936912592006	0
U	072.nc4	0.903214355923	0
U	073.nc4	1.01296029662	0
U	074.nc4	1.0757775399	0
U	075.nc4	1.11543177839	0
U	076.nc4	1.03794324316	0
U	077.nc4	0.884600705269	0
U	078.nc4	1.19433422206	0
U	079.nc4	0.994303902268	0
U	080.nc4	1.04734135739	0
U	081.nc4	0.878628754904	0
U	082.nc4	0.947391184154	0
U	083.nc4	1.00298503537	0
U	084.nc4	0.915189438969	0
U	085.nc4	0.845403717034	0
U	086.nc4	0.961440582668	0
U	087.nc4	0.936322386837	0
U	088.nc4	1.11338941913	0
U	089.nc4	1.00936440152	0
U	090.nc4	1.0250014583	0
U	091.nc4	0.936454587089	0
U	092.nc4	0.920122824005	0
U	093.nc4	1.00704871056	0
U	094.nc4	0.952594514679	0
U	095.nc4	1.01729168867	0
U	096.nc4	1.12408791131	0
U	097.nc4	1.07825554847	0
U	098.nc4	0.992059931749	0
U	099.nc4	0.924654111987	0
U	100.nc4	1.30658147297	0
Z3	000.nc4	1.01488350984	0
Z3	001.nc4	1.19036171071	0
Z3	002.nc4	1.13476083528	0
Z3	003.nc4	0.896119465967	0
Z3	004.nc4	1.01579243705	0
Z3	005.nc4	1.01687419952	0
Z3	006.nc4	0.946439484561	0
Z3	007.nc4	0.915607192034	0
Z3	008.nc4	0.930026414571	0
Z3	009.nc4	1.00580405533	0
Z3	010.nc4	1.04365552058	0
Z3	011.nc4	1.27886086772	0
Z3	012.nc4	1.290473199	0
Z3	013.nc4	0.928998079779	0
Z3	014.nc4	1.02387770675	0
Z3	015.nc4	1.06375967715	0
Z3	016.nc4	0.925890109722	0
Z3	017.nc4	1.11467086692	0
Z3	018.nc4	0.914750215015	0
Z3	019.nc4	1.02347526254	0
Z3	020.nc4	1.18419033275	0
Z3	021.nc4	0.919328087914	0
Z3	022.nc4	0.863565310675	0
Z3	023.nc4	1.01965127026	0
Z3	024.nc4	0.939003176695	0
Z3	025.nc4	0.975893297501	0
Z3	026.nc4	1.00310612727	0
Z3	027.nc4	0.970012297161	0
Z3	028.nc4	1.08445183261	0
Z3	029.nc4	1.02943573643	0
Z3	030.nc4	1.14031551123	0
Z3	031.nc4	0.873851232173	0
Z3	032.nc4	0.862581631726	0
Z3	033.nc4	1.05384784332	0
Z3	034.nc4	0.898223490975	0
Z3	035.nc4	0.909868751897	0
Z3	036.nc4	1.00111152754	0
Z3	037.nc4	1.03161301824	0
Z3	038.nc4	1.05057472681	0
Z3	039.nc4	1.01478835031	0
Z3	040.nc4	0.884000067134	0
Z3	041.nc4	0.799404770662	0
Z3	042.nc4	1.06270497185	0
Z3	043.nc4	0.941920961318	0
Z3	044.nc4	0.961367099551	0
Z3	045.nc4	1.11006844235	0
Z3	046.nc4	0.930331207939	0
Z3	047.nc4	1.02372366095	0
Z3	048.nc4	1.27627440219	0
Z3	049.nc4	0.933601292578	0
Z3	050.nc4	0.931057117926	0
Z3	051.nc4	0.962249590914	0
Z3	052.nc4	1.1243522661	0
Z3	053.nc4	1.0741669132	0
Z3	054.nc4	0.944512981925	0
Z3	055.nc4	0.950596936293	0
Z3	056.nc4	1.11890841861	0
Z3	057.nc4	0.969774859783	0
Z3	058.nc4	1.10749344729	0
Z3	059.nc4	1.57414658582	0
Z3	060.nc4	0.92469068016	0
Z3	061.nc4	1.21047733682	0
Z3	062.nc4	1.08056627975	0
Z3	063.nc4	0.982163864387	0
Z3	064.nc4	1.04749451069	0
Z3	065.nc4	0.886733386885	0
Z3	066.nc4	1.01839456118	0
Z3	067.nc4	0.847125159474	0
Z3	068.nc4	1.07295973827	0
Z3	069.nc4	0.95729135219	0
Z3	070.nc4	0.965493394304	0
Z3	071.nc4	1.01489411674	0
Z3	072.nc4	0.917053552482	0
Z3	073.nc4	1.22750441741	0
Z3	074.nc4	1.15733266434	0
Z3	075.nc4	0.980602524632	0
Z3	076.nc4	0.977478810863	0
Z3	077.nc4	0.873185888071	0
Z3	078.nc4	1.35554611264	0
Z3	079.nc4	0.998859401363	0
Z3	080.nc4	0.932828458727	0
Z3	081.nc4	0.849636616334	0
Z3	082.nc4	1.08496545202	0
Z3	083.nc4	1.01572242139	0
Z3	084.nc4	0.928950394258	0
Z3	085.nc4	0.807472502381	0
Z3	086.nc4	0.915527288036	0
Z3	087.nc4	1.06575450244	0
Z3	088.nc4	1.06626441505	0
Z3	089.nc4	0.960036661291	0
Z3	090.nc4	0.914731671762	0
Z3	091.nc4	1.13922915262	0
Z3	092.nc4	0.966399005287	0
Z3	093.nc4	0.935485735954	0
Z3	094.nc4	0.942486731935	0
Z3	095.nc4	1.03687191573	0
Z3	096.nc4	1.02505117538	0
Z3	097.nc4	1.04086470369	0
Z3	098.nc4	0.972735855242	0
Z3	099.nc4	0.919617163202	0
Z3	100.nc4	1.24132666631	0
FSDSC	000.nc4	1.0408879832	0
FSDSC	001.nc4	0.954722553858	0
FSDSC	002.nc4	1.05324375594	0
FSDSC	003.nc4	0.944479071745	0
FSDSC	004.nc4	0.9626583245	0
FSDSC	005.nc4	0.933200394499	0
FSDSC	006.nc4	0.994604378125	0
FSDSC	007.nc4	1.04874742056	0
FSDSC	008.nc4	0.9353033409	0
FSDSC	009.nc4	1.14827769934	0
FSDSC	010.nc4	1.08709038793	0
FSDSC	011.nc4	1.12103797936	0
FSDSC	012.nc4	1.09069588825	0
FSDSC	013.nc4	0.98517471201	0
FSDSC	014.nc4	1.00393723762	0
FSDSC	015.nc4	0.985463782936	0
FSDSC	016.nc4	0.92260190685	0
FSDSC	017.nc4	1.08458047741	0
FSDSC	018.nc4	1.03687208277	0
FSDSC	019.nc4	1.0796566059	0
FSDSC	020.nc4	1.04821229779	0
FSDSC	021.nc4	0.98216931517	0
FSDSC	022.nc4	0.927981876394	0
FSDSC	023.nc4	0.990188032919	0
FSDSC	024.nc4	0.975087972549	0
FSDSC	025.nc4	1.05536572127	0
FSDSC	026.nc4	1.02680988154	0
FSDSC	027.nc4	1.02698766532	0
FSDSC	028.nc4	1.04186332681	0
FSDSC	029.nc4	1.09060496173	0
FSDSC	030.nc4	1.08946758257	0
FSDSC	031.nc4	0.935657356071	0
FSDSC	032.nc4	1.00707920253	0
FSDSC	033.nc4	1.08121697476	0
FSDSC	034.nc4	1.03047592626	0
FSDSC	035.nc4	1.0029700016	0
FSDSC	036.nc4	1.06355062192	0
FSDSC	037.nc4	0.991092228322	0
FSDSC	038.nc4	1.08283590555	0
FSDSC	039.nc4	1.15609259817	0
FSDSC	040.nc4	1.03352731514	0
FSDSC	041.nc4	0.921499297683	0
FSDSC	042.nc4	1.03526663491	0
FSDSC	043.nc4	1.02020591803	0
FSDSC	044.nc4	1.0079302509	0
FSDSC	045.nc4	1.09175611163	0
FSDSC	046.nc4	1.01117918535	0
FSDSC	047.nc4	1.01326274	0
FSDSC	048.nc4	1.01090324486	0
FSDSC	049.nc4	1.00382658683	0
FSDSC	050.nc4	1.00466117131	0
FSDSC	051.nc4	1.02820960308	0
FSDSC	052.nc4	1.02394597206	0
FSDSC	053.nc4	1.03435199525	0
FSDSC	054.nc4	1.04133837125	0
FSDSC	055.nc4	0.972714540205	0
FSDSC	056.nc4	0.915456963204	0
FSDSC	057.nc4	1.01401798082	0
FSDSC	058.nc4	1.0338011552	0
FSDSC	059.nc4	1.0808425511	0
FSDSC	060.nc4	0.893362292898	0
FSDSC	061.nc4	1.03341874735	0
FSDSC	062.nc4	1.02068317786	0
FSDSC	063.nc4	1.04487388336	0
FSDSC	064.nc4	1.03091956962	0
FSDSC	065.nc4	0.930681170242	0
FSDSC	066.nc4	1.09682324623	0
FSDSC	067.nc4	0.938784825882	0
FSDSC	068.nc4	1.02587250991	0
FSDSC	069.nc4	1.02294610627	0
FSDSC	070.nc4	1.05474597661	0
FSDSC	071.nc4	0.998682785211	0
FSDSC	072.nc4	0.949426556051	0
FSDSC	073.nc4	1.08274093995	0
FSDSC	074.nc4	1.01983978779	0
FSDSC	075.nc4	1.05157828222	0
FSDSC	076.nc4	1.10518258513	0
FSDSC	077.nc4	0.918837226978	0
FSDSC	078.nc4	1.00054473949	0
FSDSC	079.nc4	1.02660842737	0
FSDSC	080.nc4	1.0029177822	0
FSDSC	081.nc4	0.914908285012	0
FSDSC	082.nc4	1.03670343281	0
FSDSC	083.nc4	0.949965440308	0
FSDSC	084.nc4	1.02662372662	0
FSDSC	085.nc4	0.975540369642	0
FSDSC	086.nc4	0.983337543549	0
FSDSC	087.nc4	1.03313968355	0
FSDSC	088.nc4	1.14218109499	0
FSDSC	089.nc4	0.997690431866	0
FSDSC	090.nc4	0.984984026718	0
FSDSC	091.nc4	1.06662690446	0
FSDSC	092.nc4	0.980958169127	0
FSDSC	093.nc4	0.998313022564	0
FSDSC	094.nc4	1.08628870053	0
FSDSC	095.nc4	0.982948217911	0
FSDSC	096.nc4	0.999980224519	0
FSDSC	097.nc4	1.00052241053	0
FSDSC	098.nc4	0.929675257715	0
FSDSC	099.nc4	0.997803099204	0
FSDSC	100.nc4	1.25756599316	0
CCN3	000.nc4	0.953652651242	0
CCN3	001.nc4	1.24009581353	0
CCN3	002.nc4	0.897316040377	0
CCN3	003.nc4	1.11056560891	0
CCN3	004.nc4	1.08501654968	0
CCN3	005.nc4	1.01181230414	0
CCN3	006.nc4	0.92640610299	0
CCN3	007.nc4	0.962372201993	0
CCN3	008.nc4	0.914784388512	0
CCN3	009.nc4	1.10216090377	0
CCN3	010.nc4	0.960166622821	0
CCN3	011.nc4	1.16793608065	0
CCN3	012.nc4	1.15347309086	0
CCN3	013.nc4	0.902354310275	0
CCN3	014.nc4	1.25820300341	0
CCN3	015.nc4	1.05943958229	0
CCN3	016.nc4	0.870203716443	0
CCN3	017.nc4	1.05498296163	0
CCN3	018.nc4	0.984912390425	0
CCN3	019.nc4	1.06000694463	0
CCN3	020.nc4	1.02983950442	0
CCN3	021.nc4	1.18566804244	0
CCN3	022.nc4	0.890243712183	0
CCN3	023.nc4	0.889388926825	0
CCN3	024.nc4	0.986332206106	0
CCN3	025.nc4	0.871853274944	0
CCN3	026.nc4	1.16487368227	0
CCN3	027.nc4	0.91345309903	0
CCN3	028.nc4	0.953866460905	0
CCN3	029.nc4	0.966802166553	0
CCN3	030.nc4	0.937181968808	0
CCN3	031.nc4	0.954104029605	0
CCN3	032.nc4	0.887180177565	0
CCN3	033.nc4	0.978429973947	0
CCN3	034.nc4	0.993462650455	0
CCN3	035.nc4	0.912982612016	0
CCN3	036.nc4	1.12080493292	0
CCN3	037.nc4	0.915356931133	0
CCN3	038.nc4	1.23434608865	0
CCN3	039.nc4	1.06712233368	0
CCN3	040.nc4	1.02220994844	0
CCN3	041.nc4	0.867847546693	0
CCN3	042.nc4	0.969265140409	0
CCN3	043.nc4	0.893909765323	0
CCN3	044.nc4	0.950689065476	0
CCN3	045.nc4	0.979856213306	0
CCN3	046.nc4	0.899783383642	0
CCN3	047.nc4	0.924690728121	0
CCN3	048.nc4	1.41625301159	0
CCN3	049.nc4	0.959418096939	0
CCN3	050.nc4	1.17299555185	0
CCN3	051.nc4	0.969217909913	0
CCN3	052.nc4	1.39393613495	0
CCN3	053.nc4	1.00607435697	0
CCN3	054.nc4	0.961052317001	0
CCN3	055.nc4	1.07621095346	0
CCN3	056.nc4	1.12272047568	0
CCN3	057.nc4	0.901460341387	0
CCN3	058.nc4	0.995013980988	0
CCN3	059.nc4	1.25241134964	0
