VARIABLE	K	M	STATISTIC	VALUE
QRS	12	170	min_original	1.30266e-06
QRS	12	170	max_original	8.68339e-05
QRS	12	170	mean_original	9.59774e-06
QRS	12	170	std_original	9.92573e-06
QRS	12	170	min_reconstructed	1.00579e-06
QRS	12	170	max_reconstructed	8.70734e-05
QRS	12	170	mean_reconstructed	9.59774e-06
QRS	12	170	std_reconstructed	9.92507e-06
QRS	12	170	max_error	0.0493436
QRS	12	170	rms_error	0.00133418
QRS	12	170	correlation	0.999934
QRS	12	170	srr	6.44262
QRS	12	170	precisionbits	3.34099
OMEGAT	12	170	min_original	-273.641
OMEGAT	12	170	max_original	201.497
OMEGAT	12	170	mean_original	-0.241871
OMEGAT	12	170	std_original	7.57238
OMEGAT	12	170	min_reconstructed	-275.394
OMEGAT	12	170	max_reconstructed	199.811
OMEGAT	12	170	mean_reconstructed	-0.241871
OMEGAT	12	170	std_reconstructed	7.56482
OMEGAT	12	170	max_error	0.0225455
OMEGAT	12	170	rms_error	0.000712126
OMEGAT	12	170	correlation	0.999001
OMEGAT	12	170	srr	4.48412
OMEGAT	12	170	precisionbits	4.47102
EXTINCT	12	170	min_original	1.05884e-11
EXTINCT	12	170	max_original	0.00257961
EXTINCT	12	170	mean_original	1.90591e-05
EXTINCT	12	170	std_original	4.32942e-05
EXTINCT	12	170	min_reconstructed	-5.15611e-06
EXTINCT	12	170	max_reconstructed	0.00249001
EXTINCT	12	170	mean_reconstructed	1.90591e-05
EXTINCT	12	170	std_reconstructed	4.32794e-05
EXTINCT	12	170	max_error	0.0349213
EXTINCT	12	170	rms_error	0.000438142
EXTINCT	12	170	correlation	0.999659
EXTINCT	12	170	srr	5.25947
EXTINCT	12	170	precisionbits	3.83975
CLOUD	12	170	min_original	1.38778e-17
CLOUD	12	170	max_original	0.895483
CLOUD	12	170	mean_original	0.112791
CLOUD	12	170	std_original	0.124784
CLOUD	12	170	min_reconstructed	-0.0130219
CLOUD	12	170	max_reconstructed	0.902156
CLOUD	12	170	mean_reconstructed	0.112791
CLOUD	12	170	std_reconstructed	0.12477
CLOUD	12	170	max_error	0.0303676
CLOUD	12	170	rms_error	0.00210171
CLOUD	12	170	correlation	0.999886
CLOUD	12	170	srr	6.05099
CLOUD	12	170	precisionbits	4.04132
FREQR	12	170	min_original	0
FREQR	12	170	max_original	0.968037
FREQR	12	170	mean_original	0.0644614
FREQR	12	170	std_original	0.119078
FREQR	12	170	min_reconstructed	-0.0222141
FREQR	12	170	max_reconstructed	0.968174
FREQR	12	170	mean_reconstructed	0.0644614
FREQR	12	170	std_reconstructed	0.119064
FREQR	12	170	max_error	0.0581635
FREQR	12	170	rms_error	0.0018963
FREQR	12	170	correlation	0.999881
FREQR	12	170	srr	6.01944
FREQR	12	170	precisionbits	3.10374
SO2	12	170	min_original	3.78173e-17
SO2	12	170	max_original	2.89686e-08
SO2	12	170	mean_original	1.48396e-10
SO2	12	170	std_original	6.63667e-10
SO2	12	170	min_reconstructed	-4.13856e-10
SO2	12	170	max_reconstructed	2.87361e-08
SO2	12	170	mean_reconstructed	1.48396e-10
SO2	12	170	std_reconstructed	6.63121e-10
SO2	12	170	max_error	0.0738918
SO2	12	170	rms_error	0.000929078
SO2	12	170	correlation	0.999177
SO2	12	170	srr	4.62402
SO2	12	170	precisionbits	2.75844
VT	12	170	min_original	-4583.83
VT	12	170	max_original	5018.16
VT	12	170	mean_original	3.6991
VT	12	170	std_original	524.52
VT	12	170	min_reconstructed	-4598.8
VT	12	170	max_reconstructed	5019.37
VT	12	170	mean_reconstructed	3.6991
VT	12	170	std_reconstructed	524.428
VT	12	170	max_error	0.017855
VT	12	170	rms_error	0.00102198
VT	12	170	correlation	0.999825
VT	12	170	srr	5.74016
VT	12	170	precisionbits	4.80753
VU	12	170	min_original	-928.716
VU	12	170	max_original	931.203
VU	12	170	mean_original	-0.499133
VU	12	170	std_original	67.8689
VU	12	170	min_reconstructed	-939.416
VU	12	170	max_reconstructed	932.863
VU	12	170	mean_reconstructed	-0.499133
VU	12	170	std_reconstructed	67.8448
VU	12	170	max_error	0.0194553
VU	12	170	rms_error	0.000971365
VU	12	170	correlation	0.999646
VU	12	170	srr	5.23135
VU	12	170	precisionbits	4.6837
VV	12	170	min_original	0.551784
VV	12	170	max_original	1535.09
VV	12	170	mean_original	68.4764
VV	12	170	std_original	78.7074
VV	12	170	min_reconstructed	-25.6138
VV	12	170	max_reconstructed	1534.05
VV	12	170	mean_reconstructed	68.4764
VV	12	170	std_reconstructed	78.6742
VV	12	170	max_error	0.036541
VV	12	170	rms_error	0.00148832
VV	12	170	correlation	0.999579
VV	12	170	srr	5.10694
VV	12	170	precisionbits	3.77434
U	12	170	min_original	-25.5835
U	12	170	max_original	54.481
U	12	170	mean_original	6.39345
U	12	170	std_original	12.1973
U	12	170	min_reconstructed	-25.9089
U	12	170	max_reconstructed	54.5282
U	12	170	mean_reconstructed	6.39345
U	12	170	std_reconstructed	12.1969
U	12	170	max_error	0.0175452
U	12	170	rms_error	0.00119481
U	12	170	correlation	0.999969
U	12	170	srr	6.99441
U	12	170	precisionbits	4.83278
CMFDT	12	170	min_original	-2.48298e-05
CMFDT	12	170	max_original	0.000243036
CMFDT	12	170	mean_original	5.91625e-06
CMFDT	12	170	std_original	1.69301e-05
CMFDT	12	170	min_reconstructed	-2.35328e-05
CMFDT	12	170	max_reconstructed	0.000238646
CMFDT	12	170	mean_reconstructed	5.91625e-06
CMFDT	12	170	std_reconstructed	1.69271e-05
CMFDT	12	170	max_error	0.060883
CMFDT	12	170	rms_error	0.00117658
CMFDT	12	170	correlation	0.999827
CMFDT	12	170	srr	5.74734
CMFDT	12	170	precisionbits	3.03782
AQRAIN	12	170	min_original	0
AQRAIN	12	170	max_original	0.000228656
AQRAIN	12	170	mean_original	1.94794e-06
AQRAIN	12	170	std_original	4.64017e-06
AQRAIN	12	170	min_reconstructed	-6.48334e-06
AQRAIN	12	170	max_reconstructed	0.00022706
AQRAIN	12	170	mean_reconstructed	1.94794e-06
AQRAIN	12	170	std_reconstructed	4.63569e-06
AQRAIN	12	170	max_error	0.0501475
AQRAIN	12	170	rms_error	0.000891973
AQRAIN	12	170	correlation	0.999034
AQRAIN	12	170	srr	4.50786
AQRAIN	12	170	precisionbits	3.31768
QT	12	170	min_original	1.24165e-06
QT	12	170	max_original	0.0185206
QT	12	170	mean_original	0.0025933
QT	12	170	std_original	0.00428874
QT	12	170	min_reconstructed	-1.53165e-05
QT	12	170	max_reconstructed	0.0185096
QT	12	170	mean_reconstructed	0.0025933
QT	12	170	std_reconstructed	0.00428871
QT	12	170	max_error	0.0167026
QT	12	170	rms_error	0.00073688
QT	12	170	correlation	0.999995
QT	12	170	srr	8.29587
QT	12	170	precisionbits	4.90378
dgnw_a02	12	170	min_original	2.33851e-08
dgnw_a02	12	170	max_original	8.80724e-08
dgnw_a02	12	170	mean_original	4.03716e-08
dgnw_a02	12	170	std_original	1.18482e-08
dgnw_a02	12	170	min_reconstructed	2.29803e-08
dgnw_a02	12	170	max_reconstructed	8.81999e-08
dgnw_a02	12	170	mean_reconstructed	4.03716e-08
dgnw_a02	12	170	std_reconstructed	1.18479e-08
dgnw_a02	12	170	max_error	0.0354348
dgnw_a02	12	170	rms_error	0.00137002
dgnw_a02	12	170	correlation	0.999972
dgnw_a02	12	170	srr	7.06277
dgnw_a02	12	170	precisionbits	3.81869
dgnw_a03	12	170	min_original	1.00006e-06
dgnw_a03	12	170	max_original	4.44914e-06
dgnw_a03	12	170	mean_original	1.5659e-06
dgnw_a03	12	170	std_original	6.79075e-07
dgnw_a03	12	170	min_reconstructed	9.74186e-07
dgnw_a03	12	170	max_reconstructed	4.45313e-06
dgnw_a03	12	170	mean_reconstructed	1.5659e-06
dgnw_a03	12	170	std_reconstructed	6.79044e-07
dgnw_a03	12	170	max_error	0.0336151
dgnw_a03	12	170	rms_error	0.00185683
dgnw_a03	12	170	correlation	0.999956
dgnw_a03	12	170	srr	6.72838
dgnw_a03	12	170	precisionbits	3.89475
SOAG	12	170	min_original	3.37808e-20
SOAG	12	170	max_original	2.14354e-09
SOAG	12	170	mean_original	2.86189e-11
SOAG	12	170	std_original	8.6735e-11
SOAG	12	170	min_reconstructed	-1.70964e-11
SOAG	12	170	max_reconstructed	2.15128e-09
SOAG	12	170	mean_reconstructed	2.86189e-11
SOAG	12	170	std_reconstructed	8.67155e-11
SOAG	12	170	max_error	0.0351829
SOAG	12	170	rms_error	0.000859321
SOAG	12	170	correlation	0.999774
SOAG	12	170	srr	5.55728
SOAG	12	170	precisionbits	3.82898
dgnw_a01	12	170	min_original	4.92289e-08
dgnw_a01	12	170	max_original	4.81925e-07
dgnw_a01	12	170	mean_original	1.66719e-07
dgnw_a01	12	170	std_original	7.7506e-08
dgnw_a01	12	170	min_reconstructed	4.91527e-08
dgnw_a01	12	170	max_reconstructed	4.80767e-07
dgnw_a01	12	170	mean_reconstructed	1.66719e-07
dgnw_a01	12	170	std_reconstructed	7.7504e-08
dgnw_a01	12	170	max_error	0.0263156
dgnw_a01	12	170	rms_error	0.00128425
dgnw_a01	12	170	correlation	0.999974
dgnw_a01	12	170	srr	7.12388
dgnw_a01	12	170	precisionbits	4.24794
QC	12	170	min_original	0
QC	12	170	max_original	8.70183e-08
QC	12	170	mean_original	1.93327e-09
QC	12	170	std_original	5.52514e-09
QC	12	170	min_reconstructed	-1.70847e-09
QC	12	170	max_reconstructed	8.68584e-08
QC	12	170	mean_reconstructed	1.93327e-09
QC	12	170	std_reconstructed	5.52387e-09
QC	12	170	max_error	0.107796
QC	12	170	rms_error	0.00135826
QC	12	170	correlation	0.999771
QC	12	170	srr	5.54678
QC	12	170	precisionbits	2.21362
CCN3	12	180	min_original	3.37544e-05
CCN3	12	180	max_original	1237.94
CCN3	12	180	mean_original	26.6431
CCN3	12	180	std_original	55.6838
CCN3	12	180	min_reconstructed	-4.28821
CCN3	12	180	max_reconstructed	1243.42
CCN3	12	180	mean_reconstructed	26.6431
CCN3	12	180	std_reconstructed	55.6759
CCN3	12	180	max_error	0.0342565
CCN3	12	180	rms_error	0.000760214
CCN3	12	180	correlation	0.999857
CCN3	12	180	srr	5.88677
CCN3	12	180	precisionbits	3.86748
dst_a1	12	180	min_original	3.56598e-14
dst_a1	12	180	max_original	1.95292e-07
dst_a1	12	180	mean_original	6.50608e-10
dst_a1	12	180	std_original	3.33261e-09
dst_a1	12	180	min_reconstructed	-1.79859e-09
dst_a1	12	180	max_reconstructed	2.02818e-07
dst_a1	12	180	mean_reconstructed	6.50608e-10
dst_a1	12	180	std_reconstructed	3.33119e-09
dst_a1	12	180	max_error	0.0385349
dst_a1	12	180	rms_error	0.000497528
dst_a1	12	180	correlation	0.999575
dst_a1	12	180	srr	5.1001
dst_a1	12	180	precisionbits	3.69769
dst_a3	12	180	min_original	9.76073e-22
dst_a3	12	180	max_original	4.80757e-06
dst_a3	12	180	mean_original	8.21532e-09
dst_a3	12	180	std_original	5.82361e-08
dst_a3	12	180	min_reconstructed	-5.61646e-08
dst_a3	12	180	max_reconstructed	4.8756e-06
dst_a3	12	180	mean_reconstructed	8.21532e-09
dst_a3	12	180	std_reconstructed	5.81942e-08
dst_a3	12	180	max_error	0.0300757
dst_a3	12	180	rms_error	0.000459373
dst_a3	12	180	correlation	0.999281
dst_a3	12	180	srr	4.7208
dst_a3	12	180	precisionbits	4.05526
CLDICE	12	180	min_original	0
CLDICE	12	180	max_original	7.20326e-05
CLDICE	12	180	mean_original	7.17942e-07
CLDICE	12	180	std_original	1.7575e-06
CLDICE	12	180	min_reconstructed	-4.81286e-07
CLDICE	12	180	max_reconstructed	7.16515e-05
CLDICE	12	180	mean_reconstructed	7.17942e-07
CLDICE	12	180	std_reconstructed	1.75652e-06
CLDICE	12	180	max_error	0.0318691
CLDICE	12	180	rms_error	0.000814937
CLDICE	12	180	correlation	0.999442
CLDICE	12	180	srr	4.90397
CLDICE	12	180	precisionbits	3.9717
IWC	12	180	min_original	0
IWC	12	180	max_original	4.12265e-05
IWC	12	180	mean_original	7.71055e-07
IWC	12	180	std_original	2.23987e-06
IWC	12	180	min_reconstructed	-7.91757e-07
IWC	12	180	max_reconstructed	4.1365e-05
IWC	12	180	mean_reconstructed	7.71055e-07
IWC	12	180	std_reconstructed	2.23935e-06
IWC	12	180	max_error	0.0417155
IWC	12	180	rms_error	0.00116384
IWC	12	180	correlation	0.999771
IWC	12	180	srr	5.5448
IWC	12	180	precisionbits	3.58327
CLDLIQ	12	180	min_original	4.23516e-22
CLDLIQ	12	180	max_original	0.00016955
CLDLIQ	12	180	mean_original	3.0711e-06
CLDLIQ	12	180	std_original	7.7193e-06
CLDLIQ	12	180	min_reconstructed	-3.81411e-06
CLDLIQ	12	180	max_reconstructed	0.000168928
CLDLIQ	12	180	mean_reconstructed	3.0711e-06
CLDLIQ	12	180	std_reconstructed	7.71534e-06
CLDLIQ	12	180	max_error	0.046706
CLDLIQ	12	180	rms_error	0.00145814
CLDLIQ	12	180	correlation	0.999487
CLDLIQ	12	180	srr	4.96456
CLDLIQ	12	180	precisionbits	3.42025
DCQ	12	180	min_original	-1.92217e-07
DCQ	12	180	max_original	4.15146e-08
DCQ	12	180	mean_original	-3.7514e-09
DCQ	12	180	std_original	1.08604e-08
DCQ	12	180	min_reconstructed	-1.92778e-07
DCQ	12	180	max_reconstructed	4.11293e-08
DCQ	12	180	mean_reconstructed	-3.7514e-09
DCQ	12	180	std_reconstructed	1.08564e-08
DCQ	12	180	max_error	0.0331272
DCQ	12	180	rms_error	0.00125838
DCQ	12	180	correlation	0.999633
DCQ	12	180	srr	5.20651
DCQ	12	180	precisionbits	3.91584
T	12	180	min_original	189.082
T	12	180	max_original	303.072
T	12	180	mean_original	242.867
T	12	180	std_original	32.7865
T	12	180	min_reconstructed	189.048
T	12	180	max_reconstructed	302.779
T	12	180	mean_reconstructed	242.867
T	12	180	std_reconstructed	32.7864
T	12	180	max_error	0.0118042
T	12	180	rms_error	0.000536921
T	12	180	correlation	0.999998
T	12	180	srr	9.06527
T	12	180	precisionbits	5.40456
CMFDQ	12	180	min_original	-1.88457e-07
CMFDQ	12	180	max_original	3.40484e-08
CMFDQ	12	180	mean_original	-3.21044e-09
CMFDQ	12	180	std_original	1.04241e-08
CMFDQ	12	180	min_reconstructed	-1.85992e-07
CMFDQ	12	180	max_reconstructed	3.37397e-08
CMFDQ	12	180	mean_reconstructed	-3.21044e-09
CMFDQ	12	180	std_reconstructed	1.04218e-08
CMFDQ	12	180	max_error	0.0350217
CMFDQ	12	180	rms_error	0.000977442
CMFDQ	12	180	correlation	0.999782
CMFDQ	12	180	srr	5.58285
CMFDQ	12	180	precisionbits	3.83561
pom_a1	12	180	min_original	1.37156e-14
pom_a1	12	180	max_original	2.42032e-08
pom_a1	12	180	mean_original	1.16573e-10
pom_a1	12	180	std_original	4.27212e-10
pom_a1	12	180	min_reconstructed	-1.84238e-10
pom_a1	12	180	max_reconstructed	2.37257e-08
pom_a1	12	180	mean_reconstructed	1.16573e-10
pom_a1	12	180	std_reconstructed	4.26909e-10
pom_a1	12	180	max_error	0.0425082
pom_a1	12	180	rms_error	0.000664421
pom_a1	12	180	correlation	0.999291
pom_a1	12	180	srr	4.73151
pom_a1	12	180	precisionbits	3.55612
wat_a2	12	180	min_original	0
wat_a2	12	180	max_original	9.04323e-10
wat_a2	12	180	mean_original	5.97573e-12
wat_a2	12	180	std_original	1.39623e-11
wat_a2	12	180	min_reconstructed	-1.14307e-11
wat_a2	12	180	max_reconstructed	8.81774e-10
wat_a2	12	180	mean_reconstructed	5.97573e-12
wat_a2	12	180	std_reconstructed	1.39461e-11
wat_a2	12	180	max_error	0.06957
wat_a2	12	180	rms_error	0.000741896
wat_a2	12	180	correlation	0.998845
wat_a2	12	180	srr	4.37926
wat_a2	12	180	precisionbits	2.84539
wat_a3	12	180	min_original	0
wat_a3	12	180	max_original	2.6321e-07
wat_a3	12	180	mean_original	1.14976e-08
wat_a3	12	180	std_original	2.89249e-08
wat_a3	12	180	min_reconstructed	-2.70218e-09
wat_a3	12	180	max_reconstructed	2.62384e-07
wat_a3	12	180	mean_reconstructed	1.14976e-08
wat_a3	12	180	std_reconstructed	2.8923e-08
wat_a3	12	180	max_error	0.0482721
wat_a3	12	180	rms_error	0.00126429
wat_a3	12	180	correlation	0.999934
wat_a3	12	180	srr	6.44163
wat_a3	12	180	precisionbits	3.37267
wat_a1	12	180	min_original	0
wat_a1	12	180	max_original	2.98927e-08
wat_a1	12	180	mean_original	1.11377e-09
wat_a1	12	180	std_original	2.39132e-09
wat_a1	12	180	min_reconstructed	-4.27773e-10
wat_a1	12	180	max_reconstructed	2.88639e-08
wat_a1	12	180	mean_reconstructed	1.11377e-09
wat_a1	12	180	std_reconstructed	2.39102e-09
wat_a1	12	180	max_error	0.0386861
wat_a1	12	180	rms_error	0.00127061
wat_a1	12	180	correlation	0.999874
wat_a1	12	180	srr	5.97635
wat_a1	12	180	precisionbits	3.69204
SLV	12	180	min_original	239579
SLV	12	180	max_original	608620
SLV	12	180	mean_original	354664
SLV	12	180	std_original	78501
SLV	12	180	min_reconstructed	239424
SLV	12	180	max_reconstructed	608804
SLV	12	180	mean_reconstructed	354664
SLV	12	180	std_reconstructed	78500.9
SLV	12	180	max_error	0.00449904
SLV	12	180	rms_error	0.000241562
SLV	12	180	correlation	0.999999
SLV	12	180	srr	9.78232
SLV	12	180	precisionbits	6.79617
DMS	12	180	min_original	0
DMS	12	180	max_original	1.59842e-09
DMS	12	180	mean_original	3.02511e-11
DMS	12	180	std_original	8.78583e-11
DMS	12	180	min_reconstructed	-1.54725e-11
DMS	12	180	max_reconstructed	1.59721e-09
DMS	12	180	mean_reconstructed	3.02511e-11
DMS	12	180	std_reconstructed	8.78502e-11
DMS	12	180	max_error	0.0421842
DMS	12	180	rms_error	0.000748303
DMS	12	180	correlation	0.999907
DMS	12	180	srr	6.19876
DMS	12	180	precisionbits	3.56715
CLDFSNOW	12	180	min_original	6.93889e-18
CLDFSNOW	12	180	max_original	0.719323
CLDFSNOW	12	180	mean_original	0.0607795
CLDFSNOW	12	180	std_original	0.0894278
CLDFSNOW	12	180	min_reconstructed	-0.00667346
CLDFSNOW	12	180	max_reconstructed	0.722962
CLDFSNOW	12	180	mean_reconstructed	0.0607795
CLDFSNOW	12	180	std_reconstructed	0.0894196
CLDFSNOW	12	180	max_error	0.0389382
CLDFSNOW	12	180	rms_error	0.0016911
CLDFSNOW	12	180	correlation	0.999907
CLDFSNOW	12	180	srr	6.19998
CLDFSNOW	12	180	precisionbits	3.68267
DTV	12	180	min_original	-0.000232191
DTV	12	180	max_original	0.00041373
DTV	12	180	mean_original	4.45256e-06
DTV	12	180	std_original	1.67765e-05
DTV	12	180	min_reconstructed	-0.000230301
DTV	12	180	max_reconstructed	0.000413052
DTV	12	180	mean_reconstructed	4.45256e-06
DTV	12	180	std_reconstructed	1.67651e-05
DTV	12	180	max_error	0.0327499
DTV	12	180	rms_error	0.000960279
DTV	12	180	correlation	0.999316
DTV	12	180	srr	4.75742
DTV	12	180	precisionbits	3.93237
H2O2	12	180	min_original	9.43771e-13
H2O2	12	180	max_original	3.55469e-09
H2O2	12	180	mean_original	2.0515e-10
H2O2	12	180	std_original	2.89616e-10
H2O2	12	180	min_reconstructed	-8.19046e-13
H2O2	12	180	max_reconstructed	3.55426e-09
H2O2	12	180	mean_reconstructed	2.0515e-10
H2O2	12	180	std_reconstructed	2.89598e-10
H2O2	12	180	max_error	0.0243103
H2O2	12	180	rms_error	0.000921224
H2O2	12	180	correlation	0.999936
H2O2	12	180	srr	6.46704
H2O2	12	180	precisionbits	4.36229
ANRAIN	12	180	min_original	0
ANRAIN	12	180	max_original	53829.5
ANRAIN	12	180	mean_original	845.417
ANRAIN	12	180	std_original	2542.07
ANRAIN	12	180	min_reconstructed	-1130.84
ANRAIN	12	180	max_reconstructed	51869
ANRAIN	12	180	mean_reconstructed	845.417
ANRAIN	12	180	std_reconstructed	2539.84
ANRAIN	12	180	max_error	0.112211
ANRAIN	12	180	rms_error	0.00197785
ANRAIN	12	180	correlation	0.999123
ANRAIN	12	180	srr	4.57753
ANRAIN	12	180	precisionbits	2.15571
dgnd_a03	12	180	min_original	1.00004e-06
dgnd_a03	12	180	max_original	3.78263e-06
dgnd_a03	12	180	mean_original	1.22267e-06
dgnd_a03	12	180	std_original	2.22918e-07
dgnd_a03	12	180	min_reconstructed	9.75526e-07
dgnd_a03	12	180	max_reconstructed	3.78994e-06
dgnd_a03	12	180	mean_reconstructed	1.22267e-06
dgnd_a03	12	180	std_reconstructed	2.2287e-07
dgnd_a03	12	180	max_error	0.0360423
dgnd_a03	12	180	rms_error	0.00165851
dgnd_a03	12	180	correlation	0.999786
dgnd_a03	12	180	srr	5.59405
dgnd_a03	12	180	precisionbits	3.79416
FREQL	12	180	min_original	0
FREQL	12	180	max_original	0.86016
FREQL	12	180	mean_original	0.0468375
FREQL	12	180	std_original	0.104814
FREQL	12	180	min_reconstructed	-0.01226
FREQL	12	180	max_reconstructed	0.854128
FREQL	12	180	mean_reconstructed	0.0468375
FREQL	12	180	std_reconstructed	0.104806
FREQL	12	180	max_error	0.0392515
FREQL	12	180	rms_error	0.0014883
FREQL	12	180	correlation	0.999925
FREQL	12	180	srr	6.35535
FREQL	12	180	precisionbits	3.67111
ICIMR	12	180	min_original	0
ICIMR	12	180	max_original	0.00012157
ICIMR	12	180	mean_original	2.08026e-06
ICIMR	12	180	std_original	5.65876e-06
ICIMR	12	180	min_reconstructed	-2.60702e-06
ICIMR	12	180	max_reconstructed	0.000121555
ICIMR	12	180	mean_reconstructed	2.08026e-06
ICIMR	12	180	std_reconstructed	5.6568e-06
ICIMR	12	180	max_error	0.0765101
ICIMR	12	180	rms_error	0.00122386
ICIMR	12	180	correlation	0.999654
ICIMR	12	180	srr	5.24918
ICIMR	12	180	precisionbits	2.70821
Z3	12	180	min_original	41.1775
Z3	12	180	max_original	37654.4
Z3	12	180	mean_original	11238.9
Z3	12	180	std_original	10065.7
Z3	12	180	min_reconstructed	-0.139267
Z3	12	180	max_reconstructed	37663.9
Z3	12	180	mean_reconstructed	11238.9
Z3	12	180	std_reconstructed	10065.7
Z3	12	180	max_error	0.00243806
Z3	12	180	rms_error	0.000193706
Z3	12	180	correlation	1
Z3	12	180	srr	10.4321
Z3	12	180	precisionbits	7.68005
WSUB	12	180	min_original	0.2
WSUB	12	180	max_original	1.30369
WSUB	12	180	mean_original	0.245025
WSUB	12	180	std_original	0.0820812
WSUB	12	180	min_reconstructed	0.187921
WSUB	12	180	max_reconstructed	1.30519
WSUB	12	180	mean_reconstructed	0.245025
WSUB	12	180	std_reconstructed	0.0820706
WSUB	12	180	max_error	0.0311263
WSUB	12	180	rms_error	0.00119651
WSUB	12	180	correlation	0.999871
WSUB	12	180	srr	5.95782
WSUB	12	180	precisionbits	4.00572
FREQS	12	180	min_original	0
FREQS	12	180	max_original	0.940525
FREQS	12	180	mean_original	0.0930056
FREQS	12	180	std_original	0.156255
FREQS	12	180	min_reconstructed	-0.0320595
FREQS	12	180	max_reconstructed	0.94361
FREQS	12	180	mean_reconstructed	0.0930056
FREQS	12	180	std_reconstructed	0.156242
FREQS	12	180	max_error	0.0626166
FREQS	12	180	rms_error	0.00212462
FREQS	12	180	correlation	0.999918
FREQS	12	180	srr	6.28901
FREQS	12	180	precisionbits	2.99731
AQSNOW	12	180	min_original	0
AQSNOW	12	180	max_original	0.00024403
AQSNOW	12	180	mean_original	3.16677e-06
AQSNOW	12	180	std_original	6.6366e-06
AQSNOW	12	180	min_reconstructed	-5.37183e-06
AQSNOW	12	180	max_reconstructed	0.000237734
AQSNOW	12	180	mean_reconstructed	3.16677e-06
AQSNOW	12	180	std_reconstructed	6.63217e-06
AQSNOW	12	180	max_error	0.0591194
AQSNOW	12	180	rms_error	0.00099411
AQSNOW	12	180	correlation	0.999332
AQSNOW	12	180	srr	4.77384
AQSNOW	12	180	precisionbits	3.08023
NUMICE	12	180	min_original	0
NUMICE	12	180	max_original	854591
NUMICE	12	180	mean_original	6914.6
NUMICE	12	180	std_original	20217.7
NUMICE	12	180	min_reconstructed	-8835.05
NUMICE	12	180	max_reconstructed	858898
NUMICE	12	180	mean_reconstructed	6914.6
NUMICE	12	180	std_reconstructed	20205.1
NUMICE	12	180	max_error	0.0392038
NUMICE	12	180	rms_error	0.000835265
NUMICE	12	180	correlation	0.999377
NUMICE	12	180	srr	4.82393
NUMICE	12	180	precisionbits	3.67286
Q	12	180	min_original	1.24165e-06
Q	12	180	max_original	0.0183988
Q	12	180	mean_original	0.00258097
Q	12	180	std_original	0.00426885
Q	12	180	min_reconstructed	-1.00331e-05
Q	12	180	max_reconstructed	0.0183922
Q	12	180	mean_reconstructed	0.00258097
Q	12	180	std_reconstructed	0.00426883
Q	12	180	max_error	0.017093
Q	12	180	rms_error	0.000696208
Q	12	180	correlation	0.999995
Q	12	180	srr	8.3806
Q	12	180	precisionbits	4.87045
VQ	12	180	min_original	-0.092088
VQ	12	180	max_original	0.107227
VQ	12	180	mean_original	0.000428235
VQ	12	180	std_original	0.0100806
VQ	12	180	min_reconstructed	-0.0919295
VQ	12	180	max_reconstructed	0.107661
VQ	12	180	mean_reconstructed	0.000428235
VQ	12	180	std_reconstructed	0.0100794
VQ	12	180	max_error	0.0156523
VQ	12	180	rms_error	0.000752919
VQ	12	180	correlation	0.999889
VQ	12	180	srr	6.06982
VQ	12	180	precisionbits	4.99748
UU	12	180	min_original	0.726122
UU	12	180	max_original	5151.92
UU	12	180	mean_original	336.572
UU	12	180	std_original	465.964
UU	12	180	min_reconstructed	-19.3869
UU	12	180	max_reconstructed	5162.14
UU	12	180	mean_reconstructed	336.572
UU	12	180	std_reconstructed	465.928
UU	12	180	max_error	0.019596
UU	12	180	rms_error	0.00111935
UU	12	180	correlation	0.999923
UU	12	180	srr	6.33651
UU	12	180	precisionbits	4.6733
WTKE	12	180	min_original	0.2
WTKE	12	180	max_original	1.30369
WTKE	12	180	mean_original	0.245025
WTKE	12	180	std_original	0.0820812
WTKE	12	180	min_reconstructed	0.187921
WTKE	12	180	max_reconstructed	1.30519
WTKE	12	180	mean_reconstructed	0.245025
WTKE	12	180	std_reconstructed	0.0820706
WTKE	12	180	max_error	0.0311263
WTKE	12	180	rms_error	0.00119651
WTKE	12	180	correlation	0.999871
WTKE	12	180	srr	5.95782
WTKE	12	180	precisionbits	4.00572
num_a2	12	180	min_original	1.51736e+06
num_a2	12	180	max_original	7.84934e+09
num_a2	12	180	mean_original	1.62863e+08
num_a2	12	180	std_original	1.61637e+08
num_a2	12	180	min_reconstructed	-5.56518e+07
num_a2	12	180	max_reconstructed	7.87004e+09
num_a2	12	180	mean_reconstructed	1.62863e+08
num_a2	12	180	std_reconstructed	1.61447e+08
num_a2	12	180	max_error	0.0683479
num_a2	12	180	rms_error	0.00099798
num_a2	12	180	correlation	0.998825
num_a2	12	180	srr	4.36724
num_a2	12	180	precisionbits	2.87096
num_a3	12	180	min_original	1.8269e-05
num_a3	12	180	max_original	7.57759e+07
num_a3	12	180	mean_original	454517
num_a3	12	180	std_original	1.37612e+06
num_a3	12	180	min_reconstructed	-549852
num_a3	12	180	max_reconstructed	7.86087e+07
num_a3	12	180	mean_reconstructed	454517
num_a3	12	180	std_reconstructed	1.37564e+06
num_a3	12	180	max_error	0.0373844
num_a3	12	180	rms_error	0.000477969
num_a3	12	180	correlation	0.999654
num_a3	12	180	srr	5.24773
num_a3	12	180	precisionbits	3.74142
num_a1	12	180	min_original	802563
num_a1	12	180	max_original	1.27248e+10
num_a1	12	180	mean_original	9.29036e+07
num_a1	12	180	std_original	2.23938e+08
num_a1	12	180	min_reconstructed	-8.41891e+07
