VARIABLE	K	M	STATISTIC	VALUE
QT	7	230	max_reconstructed	0.0185142
QT	7	230	mean_reconstructed	0.0025933
QT	7	230	std_reconstructed	0.00428872
QT	7	230	max_error	0.019014
QT	7	230	rms_error	0.000654311
QT	7	230	correlation	0.999996
QT	7	230	srr	8.46733
QT	7	230	precisionbits	4.71679
dgnw_a02	7	230	min_original	2.33851e-08
dgnw_a02	7	230	max_original	8.80724e-08
dgnw_a02	7	230	mean_original	4.03716e-08
dgnw_a02	7	230	std_original	1.18482e-08
dgnw_a02	7	230	min_reconstructed	2.33931e-08
dgnw_a02	7	230	max_reconstructed	8.80211e-08
dgnw_a02	7	230	mean_reconstructed	4.03716e-08
dgnw_a02	7	230	std_reconstructed	1.1848e-08
dgnw_a02	7	230	max_error	0.0282754
dgnw_a02	7	230	rms_error	0.001177
dgnw_a02	7	230	correlation	0.999979
dgnw_a02	7	230	srr	7.28186
dgnw_a02	7	230	precisionbits	4.14431
dgnw_a03	7	230	min_original	1.00006e-06
dgnw_a03	7	230	max_original	4.44914e-06
dgnw_a03	7	230	mean_original	1.5659e-06
dgnw_a03	7	230	std_original	6.79075e-07
dgnw_a03	7	230	min_reconstructed	9.74699e-07
dgnw_a03	7	230	max_reconstructed	4.44994e-06
dgnw_a03	7	230	mean_reconstructed	1.5659e-06
dgnw_a03	7	230	std_reconstructed	6.7905e-07
dgnw_a03	7	230	max_error	0.0213824
dgnw_a03	7	230	rms_error	0.00167249
dgnw_a03	7	230	correlation	0.999964
dgnw_a03	7	230	srr	6.87922
dgnw_a03	7	230	precisionbits	4.54743
SOAG	7	230	min_original	3.37808e-20
SOAG	7	230	max_original	2.14354e-09
SOAG	7	230	mean_original	2.86189e-11
SOAG	7	230	std_original	8.6735e-11
SOAG	7	230	min_reconstructed	-2.38277e-11
SOAG	7	230	max_reconstructed	2.14569e-09
SOAG	7	230	mean_reconstructed	2.86189e-11
SOAG	7	230	std_reconstructed	8.67218e-11
SOAG	7	230	max_error	0.0235886
SOAG	7	230	rms_error	0.00070701
SOAG	7	230	correlation	0.999847
SOAG	7	230	srr	5.83874
SOAG	7	230	precisionbits	4.40577
dgnw_a01	7	230	min_original	4.92289e-08
dgnw_a01	7	230	max_original	4.81925e-07
dgnw_a01	7	230	mean_original	1.66719e-07
dgnw_a01	7	230	std_original	7.7506e-08
dgnw_a01	7	230	min_reconstructed	4.9198e-08
dgnw_a01	7	230	max_reconstructed	4.80849e-07
dgnw_a01	7	230	mean_reconstructed	1.66719e-07
dgnw_a01	7	230	std_reconstructed	7.75045e-08
dgnw_a01	7	230	max_error	0.0282848
dgnw_a01	7	230	rms_error	0.00111625
dgnw_a01	7	230	correlation	0.999981
dgnw_a01	7	230	srr	7.32614
dgnw_a01	7	230	precisionbits	4.14383
QC	7	230	min_original	0
QC	7	230	max_original	8.70183e-08
QC	7	230	mean_original	1.93327e-09
QC	7	230	std_original	5.52514e-09
QC	7	230	min_reconstructed	-1.1209e-09
QC	7	230	max_reconstructed	8.73653e-08
QC	7	230	mean_reconstructed	1.93327e-09
QC	7	230	std_reconstructed	5.52422e-09
QC	7	230	max_error	0.0826276
QC	7	230	rms_error	0.00115859
QC	7	230	correlation	0.999834
QC	7	230	srr	5.77617
QC	7	230	precisionbits	2.59723
CCN3	7	240	min_original	3.37544e-05
CCN3	7	240	max_original	1237.94
CCN3	7	240	mean_original	26.6431
CCN3	7	240	std_original	55.6838
CCN3	7	240	min_reconstructed	-9.91748
CCN3	7	240	max_reconstructed	1239.2
CCN3	7	240	mean_reconstructed	26.6431
CCN3	7	240	std_reconstructed	55.6774
CCN3	7	240	max_error	0.0334477
CCN3	7	240	rms_error	0.000682185
CCN3	7	240	correlation	0.999885
CCN3	7	240	srr	6.04301
CCN3	7	240	precisionbits	3.90195
dst_a1	7	240	min_original	3.56598e-14
dst_a1	7	240	max_original	1.95292e-07
dst_a1	7	240	mean_original	6.50608e-10
dst_a1	7	240	std_original	3.33261e-09
dst_a1	7	240	min_reconstructed	-1.36136e-09
dst_a1	7	240	max_reconstructed	1.98181e-07
dst_a1	7	240	mean_reconstructed	6.50608e-10
dst_a1	7	240	std_reconstructed	3.33142e-09
dst_a1	7	240	max_error	0.0244074
dst_a1	7	240	rms_error	0.000457059
dst_a1	7	240	correlation	0.999641
dst_a1	7	240	srr	5.22249
dst_a1	7	240	precisionbits	4.35653
dst_a3	7	240	min_original	9.76073e-22
dst_a3	7	240	max_original	4.80757e-06
dst_a3	7	240	mean_original	8.21532e-09
dst_a3	7	240	std_original	5.82361e-08
dst_a3	7	240	min_reconstructed	-2.39385e-08
dst_a3	7	240	max_reconstructed	4.82484e-06
dst_a3	7	240	mean_reconstructed	8.21532e-09
dst_a3	7	240	std_reconstructed	5.82043e-08
dst_a3	7	240	max_error	0.0459653
dst_a3	7	240	rms_error	0.000400327
dst_a3	7	240	correlation	0.999454
dst_a3	7	240	srr	4.91929
dst_a3	7	240	precisionbits	3.44331
CLDICE	7	240	min_original	0
CLDICE	7	240	max_original	7.20326e-05
CLDICE	7	240	mean_original	7.17942e-07
CLDICE	7	240	std_original	1.7575e-06
CLDICE	7	240	min_reconstructed	-4.59039e-07
CLDICE	7	240	max_reconstructed	7.16927e-05
CLDICE	7	240	mean_reconstructed	7.17942e-07
CLDICE	7	240	std_reconstructed	1.75666e-06
CLDICE	7	240	max_error	0.026035
CLDICE	7	240	rms_error	0.00075701
CLDICE	7	240	correlation	0.999519
CLDICE	7	240	srr	5.01035
CLDICE	7	240	precisionbits	4.26341
IWC	7	240	min_original	0
IWC	7	240	max_original	4.12265e-05
IWC	7	240	mean_original	7.71055e-07
IWC	7	240	std_original	2.23987e-06
IWC	7	240	min_reconstructed	-5.70232e-07
IWC	7	240	max_reconstructed	4.14401e-05
IWC	7	240	mean_reconstructed	7.71055e-07
IWC	7	240	std_reconstructed	2.23938e-06
IWC	7	240	max_error	0.0318905
IWC	7	240	rms_error	0.00113288
IWC	7	240	correlation	0.999783
IWC	7	240	srr	5.5837
IWC	7	240	precisionbits	3.97073
CLDLIQ	7	240	min_original	4.23516e-22
CLDLIQ	7	240	max_original	0.00016955
CLDLIQ	7	240	mean_original	3.0711e-06
CLDLIQ	7	240	std_original	7.7193e-06
CLDLIQ	7	240	min_reconstructed	-2.59182e-06
CLDLIQ	7	240	max_reconstructed	0.000168832
CLDLIQ	7	240	mean_reconstructed	3.0711e-06
CLDLIQ	7	240	std_reconstructed	7.71615e-06
CLDLIQ	7	240	max_error	0.0369289
CLDLIQ	7	240	rms_error	0.00130108
CLDLIQ	7	240	correlation	0.999592
CLDLIQ	7	240	srr	5.12898
CLDLIQ	7	240	precisionbits	3.75911
DCQ	7	240	min_original	-1.92217e-07
DCQ	7	240	max_original	4.15146e-08
DCQ	7	240	mean_original	-3.7514e-09
DCQ	7	240	std_original	1.08604e-08
DCQ	7	240	min_reconstructed	-1.92631e-07
DCQ	7	240	max_reconstructed	4.17723e-08
DCQ	7	240	mean_reconstructed	-3.7514e-09
DCQ	7	240	std_reconstructed	1.08574e-08
DCQ	7	240	max_error	0.0261128
DCQ	7	240	rms_error	0.00108642
DCQ	7	240	correlation	0.999727
DCQ	7	240	srr	5.4185
DCQ	7	240	precisionbits	4.2591
T	7	240	min_original	189.082
T	7	240	max_original	303.072
T	7	240	mean_original	242.867
T	7	240	std_original	32.7865
T	7	240	min_reconstructed	189.031
T	7	240	max_reconstructed	303.061
T	7	240	mean_reconstructed	242.867
T	7	240	std_reconstructed	32.7864
T	7	240	max_error	0.00869503
T	7	240	rms_error	0.000514478
T	7	240	correlation	0.999998
T	7	240	srr	9.12687
T	7	240	precisionbits	5.84559
CMFDQ	7	240	min_original	-1.88457e-07
CMFDQ	7	240	max_original	3.40484e-08
CMFDQ	7	240	mean_original	-3.21044e-09
CMFDQ	7	240	std_original	1.04241e-08
CMFDQ	7	240	min_reconstructed	-1.86008e-07
CMFDQ	7	240	max_reconstructed	3.40497e-08
CMFDQ	7	240	mean_reconstructed	-3.21044e-09
CMFDQ	7	240	std_reconstructed	1.04224e-08
CMFDQ	7	240	max_error	0.0275635
CMFDQ	7	240	rms_error	0.000840493
CMFDQ	7	240	correlation	0.999839
CMFDQ	7	240	srr	5.80063
CMFDQ	7	240	precisionbits	4.18109
pom_a1	7	240	min_original	1.37156e-14
pom_a1	7	240	max_original	2.42032e-08
pom_a1	7	240	mean_original	1.16573e-10
pom_a1	7	240	std_original	4.27212e-10
pom_a1	7	240	min_reconstructed	-1.91987e-10
pom_a1	7	240	max_reconstructed	2.39976e-08
pom_a1	7	240	mean_reconstructed	1.16573e-10
pom_a1	7	240	std_reconstructed	4.26977e-10
pom_a1	7	240	max_error	0.0433973
pom_a1	7	240	rms_error	0.000585433
pom_a1	7	240	correlation	0.99945
pom_a1	7	240	srr	4.91411
pom_a1	7	240	precisionbits	3.52625
wat_a2	7	240	min_original	0
wat_a2	7	240	max_original	9.04323e-10
wat_a2	7	240	mean_original	5.97573e-12
wat_a2	7	240	std_original	1.39623e-11
wat_a2	7	240	min_reconstructed	-7.67288e-12
wat_a2	7	240	max_reconstructed	8.79816e-10
wat_a2	7	240	mean_reconstructed	5.97573e-12
wat_a2	7	240	std_reconstructed	1.39466e-11
wat_a2	7	240	max_error	0.0590684
wat_a2	7	240	rms_error	0.000730262
wat_a2	7	240	correlation	0.998881
wat_a2	7	240	srr	4.40206
wat_a2	7	240	precisionbits	3.08147
wat_a3	7	240	min_original	0
wat_a3	7	240	max_original	2.6321e-07
wat_a3	7	240	mean_original	1.14976e-08
wat_a3	7	240	std_original	2.89249e-08
wat_a3	7	240	min_reconstructed	-2.82826e-09
wat_a3	7	240	max_reconstructed	2.63906e-07
wat_a3	7	240	mean_reconstructed	1.14976e-08
wat_a3	7	240	std_reconstructed	2.89236e-08
wat_a3	7	240	max_error	0.0449454
wat_a3	7	240	rms_error	0.00105922
wat_a3	7	240	correlation	0.999954
wat_a3	7	240	srr	6.69695
wat_a3	7	240	precisionbits	3.47568
wat_a1	7	240	min_original	0
wat_a1	7	240	max_original	2.98927e-08
wat_a1	7	240	mean_original	1.11377e-09
wat_a1	7	240	std_original	2.39132e-09
wat_a1	7	240	min_reconstructed	-2.03228e-10
wat_a1	7	240	max_reconstructed	2.9114e-08
wat_a1	7	240	mean_reconstructed	1.11377e-09
wat_a1	7	240	std_reconstructed	2.39109e-09
wat_a1	7	240	max_error	0.0411564
wat_a1	7	240	rms_error	0.00111014
wat_a1	7	240	correlation	0.999904
wat_a1	7	240	srr	6.17112
wat_a1	7	240	precisionbits	3.60274
SLV	7	240	min_original	239579
SLV	7	240	max_original	608620
SLV	7	240	mean_original	354664
SLV	7	240	std_original	78501
SLV	7	240	min_reconstructed	239269
SLV	7	240	max_reconstructed	608896
SLV	7	240	mean_reconstructed	354664
SLV	7	240	std_reconstructed	78500.9
SLV	7	240	max_error	0.00760134
SLV	7	240	rms_error	0.000225602
SLV	7	240	correlation	0.999999
SLV	7	240	srr	9.88093
SLV	7	240	precisionbits	6.03953
DMS	7	240	min_original	0
DMS	7	240	max_original	1.59842e-09
DMS	7	240	mean_original	3.02511e-11
DMS	7	240	std_original	8.78583e-11
DMS	7	240	min_reconstructed	-2.12213e-11
DMS	7	240	max_reconstructed	1.59661e-09
DMS	7	240	mean_reconstructed	3.02511e-11
DMS	7	240	std_reconstructed	8.785e-11
DMS	7	240	max_error	0.0361079
DMS	7	240	rms_error	0.000754962
DMS	7	240	correlation	0.999906
DMS	7	240	srr	6.18598
DMS	7	240	precisionbits	3.79154
CLDFSNOW	7	240	min_original	6.93889e-18
CLDFSNOW	7	240	max_original	0.719323
CLDFSNOW	7	240	mean_original	0.0607795
CLDFSNOW	7	240	std_original	0.0894278
CLDFSNOW	7	240	min_reconstructed	-0.00484563
CLDFSNOW	7	240	max_reconstructed	0.72209
CLDFSNOW	7	240	mean_reconstructed	0.0607795
CLDFSNOW	7	240	std_reconstructed	0.0894207
CLDFSNOW	7	240	max_error	0.0365242
CLDFSNOW	7	240	rms_error	0.00156627
CLDFSNOW	7	240	correlation	0.999921
CLDFSNOW	7	240	srr	6.31061
CLDFSNOW	7	240	precisionbits	3.775
DTV	7	240	min_original	-0.000232191
DTV	7	240	max_original	0.00041373
DTV	7	240	mean_original	4.45256e-06
DTV	7	240	std_original	1.67765e-05
DTV	7	240	min_reconstructed	-0.000232252
DTV	7	240	max_reconstructed	0.000413946
DTV	7	240	mean_reconstructed	4.45256e-06
DTV	7	240	std_reconstructed	1.67677e-05
DTV	7	240	max_error	0.0586832
DTV	7	240	rms_error	0.00084295
DTV	7	240	correlation	0.999473
DTV	7	240	srr	4.94543
DTV	7	240	precisionbits	3.09091
H2O2	7	240	min_original	9.43771e-13
H2O2	7	240	max_original	3.55469e-09
H2O2	7	240	mean_original	2.0515e-10
H2O2	7	240	std_original	2.89616e-10
H2O2	7	240	min_reconstructed	-1.70507e-12
H2O2	7	240	max_reconstructed	3.54546e-09
H2O2	7	240	mean_reconstructed	2.0515e-10
H2O2	7	240	std_reconstructed	2.89601e-10
H2O2	7	240	max_error	0.0272926
H2O2	7	240	rms_error	0.000850381
H2O2	7	240	correlation	0.999946
H2O2	7	240	srr	6.58248
H2O2	7	240	precisionbits	4.19535
ANRAIN	7	240	min_original	0
ANRAIN	7	240	max_original	53829.5
ANRAIN	7	240	mean_original	845.417
ANRAIN	7	240	std_original	2542.07
ANRAIN	7	240	min_reconstructed	-766.23
ANRAIN	7	240	max_reconstructed	53522.9
ANRAIN	7	240	mean_reconstructed	845.417
ANRAIN	7	240	std_reconstructed	2540.58
ANRAIN	7	240	max_error	0.116474
ANRAIN	7	240	rms_error	0.00161532
ANRAIN	7	240	correlation	0.999415
ANRAIN	7	240	srr	4.86964
ANRAIN	7	240	precisionbits	2.10192
dgnd_a03	7	240	min_original	1.00004e-06
dgnd_a03	7	240	max_original	3.78263e-06
dgnd_a03	7	240	mean_original	1.22267e-06
dgnd_a03	7	240	std_original	2.22918e-07
dgnd_a03	7	240	min_reconstructed	9.69634e-07
dgnd_a03	7	240	max_reconstructed	3.78973e-06
dgnd_a03	7	240	mean_reconstructed	1.22267e-06
dgnd_a03	7	240	std_reconstructed	2.22876e-07
dgnd_a03	7	240	max_error	0.0287355
dgnd_a03	7	240	rms_error	0.00156119
dgnd_a03	7	240	correlation	0.99981
dgnd_a03	7	240	srr	5.6813
dgnd_a03	7	240	precisionbits	4.12102
FREQL	7	240	min_original	0
FREQL	7	240	max_original	0.86016
FREQL	7	240	mean_original	0.0468375
FREQL	7	240	std_original	0.104814
FREQL	7	240	min_reconstructed	-0.00952099
FREQL	7	240	max_reconstructed	0.856591
FREQL	7	240	mean_reconstructed	0.0468375
FREQL	7	240	std_reconstructed	0.104809
FREQL	7	240	max_error	0.0309789
FREQL	7	240	rms_error	0.00121647
FREQL	7	240	correlation	0.99995
FREQL	7	240	srr	6.64631
FREQL	7	240	precisionbits	4.01257
ICIMR	7	240	min_original	0
ICIMR	7	240	max_original	0.00012157
ICIMR	7	240	mean_original	2.08026e-06
ICIMR	7	240	std_original	5.65876e-06
ICIMR	7	240	min_reconstructed	-2.39019e-06
ICIMR	7	240	max_reconstructed	0.000121435
ICIMR	7	240	mean_reconstructed	2.08026e-06
ICIMR	7	240	std_reconstructed	5.65715e-06
ICIMR	7	240	max_error	0.0483782
ICIMR	7	240	rms_error	0.00110934
ICIMR	7	240	correlation	0.999716
ICIMR	7	240	srr	5.39092
ICIMR	7	240	precisionbits	3.3695
Z3	7	240	min_original	41.1775
Z3	7	240	max_original	37654.4
Z3	7	240	mean_original	11238.9
Z3	7	240	std_original	10065.7
Z3	7	240	min_reconstructed	-4.72016
Z3	7	240	max_reconstructed	37660.6
Z3	7	240	mean_reconstructed	11238.9
Z3	7	240	std_reconstructed	10065.7
Z3	7	240	max_error	0.00774206
Z3	7	240	rms_error	0.000165284
Z3	7	240	correlation	1
Z3	7	240	srr	10.661
Z3	7	240	precisionbits	6.01307
WSUB	7	240	min_original	0.2
WSUB	7	240	max_original	1.30369
WSUB	7	240	mean_original	0.245025
WSUB	7	240	std_original	0.0820812
WSUB	7	240	min_reconstructed	0.193182
WSUB	7	240	max_reconstructed	1.30553
WSUB	7	240	mean_reconstructed	0.245025
WSUB	7	240	std_reconstructed	0.0820733
WSUB	7	240	max_error	0.0410505
WSUB	7	240	rms_error	0.00103789
WSUB	7	240	correlation	0.999903
WSUB	7	240	srr	6.163
WSUB	7	240	precisionbits	3.60646
FREQS	7	240	min_original	0
FREQS	7	240	max_original	0.940525
FREQS	7	240	mean_original	0.0930056
FREQS	7	240	std_original	0.156255
FREQS	7	240	min_reconstructed	-0.0160167
FREQS	7	240	max_reconstructed	0.950043
FREQS	7	240	mean_reconstructed	0.0930056
FREQS	7	240	std_reconstructed	0.156244
FREQS	7	240	max_error	0.0379211
FREQS	7	240	rms_error	0.00193049
FREQS	7	240	correlation	0.999932
FREQS	7	240	srr	6.42725
FREQS	7	240	precisionbits	3.72085
AQSNOW	7	240	min_original	0
AQSNOW	7	240	max_original	0.00024403
AQSNOW	7	240	mean_original	3.16677e-06
AQSNOW	7	240	std_original	6.6366e-06
AQSNOW	7	240	min_reconstructed	-2.66769e-06
AQSNOW	7	240	max_reconstructed	0.000239294
AQSNOW	7	240	mean_reconstructed	3.16677e-06
AQSNOW	7	240	std_reconstructed	6.63277e-06
AQSNOW	7	240	max_error	0.0336076
AQSNOW	7	240	rms_error	0.000923679
AQSNOW	7	240	correlation	0.999423
AQSNOW	7	240	srr	4.87985
AQSNOW	7	240	precisionbits	3.89507
NUMICE	7	240	min_original	0
NUMICE	7	240	max_original	854591
NUMICE	7	240	mean_original	6914.6
NUMICE	7	240	std_original	20217.7
NUMICE	7	240	min_reconstructed	-7140.74
NUMICE	7	240	max_reconstructed	852022
NUMICE	7	240	mean_reconstructed	6914.6
NUMICE	7	240	std_reconstructed	20207.4
NUMICE	7	240	max_error	0.037378
NUMICE	7	240	rms_error	0.000755642
NUMICE	7	240	correlation	0.99949
NUMICE	7	240	srr	4.96846
NUMICE	7	240	precisionbits	3.74167
Q	7	240	min_original	1.24165e-06
Q	7	240	max_original	0.0183988
Q	7	240	mean_original	0.00258097
Q	7	240	std_original	0.00426885
Q	7	240	min_reconstructed	-9.11597e-06
Q	7	240	max_reconstructed	0.0183932
Q	7	240	mean_reconstructed	0.00258097
Q	7	240	std_reconstructed	0.00426883
Q	7	240	max_error	0.0187466
Q	7	240	rms_error	0.000627579
Q	7	240	correlation	0.999996
Q	7	240	srr	8.53032
Q	7	240	precisionbits	4.73723
VQ	7	240	min_original	-0.092088
VQ	7	240	max_original	0.107227
VQ	7	240	mean_original	0.000428235
VQ	7	240	std_original	0.0100806
VQ	7	240	min_reconstructed	-0.091677
VQ	7	240	max_reconstructed	0.107162
VQ	7	240	mean_reconstructed	0.000428235
VQ	7	240	std_reconstructed	0.0100797
VQ	7	240	max_error	0.0177308
VQ	7	240	rms_error	0.000650163
VQ	7	240	correlation	0.999917
VQ	7	240	srr	6.28151
VQ	7	240	precisionbits	4.8176
UU	7	240	min_original	0.726122
UU	7	240	max_original	5151.92
UU	7	240	mean_original	336.572
UU	7	240	std_original	465.964
UU	7	240	min_reconstructed	-20.6151
UU	7	240	max_reconstructed	5175.87
UU	7	240	mean_reconstructed	336.572
UU	7	240	std_reconstructed	465.931
UU	7	240	max_error	0.0243389
UU	7	240	rms_error	0.00107369
UU	7	240	correlation	0.99993
UU	7	240	srr	6.39659
UU	7	240	precisionbits	4.36059
WTKE	7	240	min_original	0.2
WTKE	7	240	max_original	1.30369
WTKE	7	240	mean_original	0.245025
WTKE	7	240	std_original	0.0820812
WTKE	7	240	min_reconstructed	0.193182
WTKE	7	240	max_reconstructed	1.30553
WTKE	7	240	mean_reconstructed	0.245025
WTKE	7	240	std_reconstructed	0.0820733
WTKE	7	240	max_error	0.0410505
WTKE	7	240	rms_error	0.00103789
WTKE	7	240	correlation	0.999903
WTKE	7	240	srr	6.163
WTKE	7	240	precisionbits	3.60646
num_a2	7	240	min_original	1.51736e+06
num_a2	7	240	max_original	7.84934e+09
num_a2	7	240	mean_original	1.62863e+08
num_a2	7	240	std_original	1.61637e+08
num_a2	7	240	min_reconstructed	-4.2561e+07
num_a2	7	240	max_reconstructed	7.71654e+09
num_a2	7	240	mean_reconstructed	1.62863e+08
num_a2	7	240	std_reconstructed	1.61467e+08
num_a2	7	240	max_error	0.0521839
num_a2	7	240	rms_error	0.000943929
num_a2	7	240	correlation	0.998949
num_a2	7	240	srr	4.44757
num_a2	7	240	precisionbits	3.26025
num_a3	7	240	min_original	1.8269e-05
num_a3	7	240	max_original	7.57759e+07
num_a3	7	240	mean_original	454517
num_a3	7	240	std_original	1.37612e+06
num_a3	7	240	min_reconstructed	-475164
num_a3	7	240	max_reconstructed	7.69004e+07
num_a3	7	240	mean_reconstructed	454517
num_a3	7	240	std_reconstructed	1.37571e+06
num_a3	7	240	max_error	0.0227843
num_a3	7	240	rms_error	0.000442328
num_a3	7	240	correlation	0.999703
num_a3	7	240	srr	5.35953
num_a3	7	240	precisionbits	4.45582
num_a1	7	240	min_original	802563
num_a1	7	240	max_original	1.27248e+10
num_a1	7	240	mean_original	9.29036e+07
num_a1	7	240	std_original	2.23938e+08
num_a1	7	240	min_reconstructed	-5.78794e+07
num_a1	7	240	max_reconstructed	1.27731e+10
num_a1	7	240	mean_reconstructed	9.29036e+07
num_a1	7	240	std_reconstructed	2.23821e+08
num_a1	7	240	max_error	0.0514456
num_a1	7	240	rms_error	0.000568823
num_a1	7	240	correlation	0.999478
num_a1	7	240	srr	4.95142
num_a1	7	240	precisionbits	3.28081
ANSNOW	7	240	min_original	0
ANSNOW	7	240	max_original	255200
ANSNOW	7	240	mean_original	1353.14
ANSNOW	7	240	std_original	4425.36
ANSNOW	7	240	min_reconstructed	-3848.94
ANSNOW	7	240	max_reconstructed	259838
ANSNOW	7	240	mean_reconstructed	1353.14
ANSNOW	7	240	std_reconstructed	4406.57
ANSNOW	7	240	max_error	0.0615612
ANSNOW	7	240	rms_error	0.00159647
ANSNOW	7	240	correlation	0.995753
ANSNOW	7	240	srr	3.44121
ANSNOW	7	240	precisionbits	3.02184
FREQI	7	240	min_original	0
FREQI	7	240	max_original	0.88516
FREQI	7	240	mean_original	0.0555143
FREQI	7	240	std_original	0.0945655
FREQI	7	240	min_reconstructed	-0.00822767
FREQI	7	240	max_reconstructed	0.888441
FREQI	7	240	mean_reconstructed	0.0555143
FREQI	7	240	std_reconstructed	0.0945555
FREQI	7	240	max_error	0.027216
FREQI	7	240	rms_error	0.00155386
FREQI	7	240	correlation	0.999894
FREQI	7	240	srr	6.10338
FREQI	7	240	precisionbits	4.1994
TOT_CLD_VISTAU	7	240	min_original	0
TOT_CLD_VISTAU	7	240	max_original	19.4941
TOT_CLD_VISTAU	7	240	mean_original	0.306793
TOT_CLD_VISTAU	7	240	std_original	0.702205
TOT_CLD_VISTAU	7	240	min_reconstructed	-0.302926
TOT_CLD_VISTAU	7	240	max_reconstructed	19.3234
TOT_CLD_VISTAU	7	240	mean_reconstructed	0.306793
TOT_CLD_VISTAU	7	240	std_reconstructed	0.701685
TOT_CLD_VISTAU	7	240	max_error	0.0375361
TOT_CLD_VISTAU	7	240	rms_error	0.00138516
TOT_CLD_VISTAU	7	240	correlation	0.99926
TOT_CLD_VISTAU	7	240	srr	4.70073
TOT_CLD_VISTAU	7	240	precisionbits	3.73558
ABSORB	7	240	min_original	9.67492e-13
ABSORB	7	240	max_original	0.000438466
ABSORB	7	240	mean_original	9.29679e-07
ABSORB	7	240	std_original	4.72151e-06
ABSORB	7	240	min_reconstructed	-1.81212e-06
ABSORB	7	240	max_reconstructed	0.000428814
ABSORB	7	240	mean_reconstructed	9.29679e-07
ABSORB	7	240	std_reconstructed	4.71945e-06
ABSORB	7	240	max_error	0.0239231
ABSORB	7	240	rms_error	0.000318569
ABSORB	7	240	correlation	0.999562
ABSORB	7	240	srr	5.07904
ABSORB	7	240	precisionbits	4.38545
dgnd_a02	7	240	min_original	1.98504e-08
dgnd_a02	7	240	max_original	5.24956e-08
dgnd_a02	7	240	mean_original	3.46611e-08
dgnd_a02	7	240	std_original	4.91539e-09
dgnd_a02	7	240	min_reconstructed	1.98208e-08
dgnd_a02	7	240	max_reconstructed	5.25302e-08
dgnd_a02	7	240	mean_reconstructed	3.46611e-08
dgnd_a02	7	240	std_reconstructed	4.91525e-09
dgnd_a02	7	240	max_error	0.0298038
dgnd_a02	7	240	rms_error	0.00112704
dgnd_a02	7	240	correlation	0.999972
dgnd_a02	7	240	srr	7.06175
dgnd_a02	7	240	precisionbits	4.06836
VD01	7	240	min_original	-1.67312e-07
VD01	7	240	max_original	2.01814e-07
VD01	7	240	mean_original	4.65942e-09
VD01	7	240	std_original	1.33945e-08
VD01	7	240	min_reconstructed	-1.67395e-07
VD01	7	240	max_reconstructed	2.01297e-07
VD01	7	240	mean_reconstructed	4.65942e-09
VD01	7	240	std_reconstructed	1.33912e-08
VD01	7	240	max_error	0.0357683
VD01	7	240	rms_error	0.000805869
VD01	7	240	correlation	0.999753
VD01	7	240	srr	5.49277
VD01	7	240	precisionbits	3.80518
TOT_ICLD_VISTAU	7	240	min_original	0
TOT_ICLD_VISTAU	7	240	max_original	67.5472
TOT_ICLD_VISTAU	7	240	mean_original	1.36954
TOT_ICLD_VISTAU	7	240	std_original	2.7199
TOT_ICLD_VISTAU	7	240	min_reconstructed	-1.41915
TOT_ICLD_VISTAU	7	240	max_reconstructed	67.6838
TOT_ICLD_VISTAU	7	240	mean_reconstructed	1.36954
TOT_ICLD_VISTAU	7	240	std_reconstructed	2.71698
TOT_ICLD_VISTAU	7	240	max_error	0.0883242
TOT_ICLD_VISTAU	7	240	rms_error	0.00186427
TOT_ICLD_VISTAU	7	240	correlation	0.998928
TOT_ICLD_VISTAU	7	240	srr	4.4329
TOT_ICLD_VISTAU	7	240	precisionbits	2.50105
dgnd_a01	7	240	min_original	4.92289e-08
dgnd_a01	7	240	max_original	3.64792e-07
dgnd_a01	7	240	mean_original	1.35156e-07
dgnd_a01	7	240	std_original	3.44591e-08
dgnd_a01	7	240	min_reconstructed	4.9195e-08
dgnd_a01	7	240	max_reconstructed	3.67204e-07
dgnd_a01	7	240	mean_reconstructed	1.35156e-07
dgnd_a01	7	240	std_reconstructed	3.44576e-08
dgnd_a01	7	240	max_error	0.0201642
dgnd_a01	7	240	rms_error	0.00100467
dgnd_a01	7	240	correlation	0.999958
dgnd_a01	7	240	srr	6.76409
dgnd_a01	7	240	precisionbits	4.63206
soa_a2	7	240	min_original	6.38432e-21
soa_a2	7	240	max_original	5.94177e-11
soa_a2	7	240	mean_original	1.80749e-12
soa_a2	7	240	std_original	1.70821e-12
soa_a2	7	240	min_reconstructed	-8.48975e-13
soa_a2	7	240	max_reconstructed	5.9407e-11
soa_a2	7	240	mean_reconstructed	1.80749e-12
soa_a2	7	240	std_reconstructed	1.70709e-12
soa_a2	7	240	max_error	0.0417609
soa_a2	7	240	rms_error	0.001042
soa_a2	7	240	correlation	0.999343
soa_a2	7	240	srr	4.78609
soa_a2	7	240	precisionbits	3.5817
soa_a1	7	240	min_original	7.33149e-15
soa_a1	7	240	max_original	1.71704e-08
soa_a1	7	240	mean_original	2.09364e-10
soa_a1	7	240	std_original	5.82626e-10
soa_a1	7	240	min_reconstructed	-1.03841e-10
soa_a1	7	240	max_reconstructed	1.72516e-08
soa_a1	7	240	mean_reconstructed	2.09364e-10
soa_a1	7	240	std_reconstructed	5.82483e-10
soa_a1	7	240	max_error	0.0411301
soa_a1	7	240	rms_error	0.000751303
soa_a1	7	240	correlation	0.999755
soa_a1	7	240	srr	5.49711
soa_a1	7	240	precisionbits	3.60366
