VARIABLE	K	M	STATISTIC	VALUE
ICLDIWP	2	60	min_reconstructed	-0.00344167
ICLDIWP	2	60	max_reconstructed	0.0945694
ICLDIWP	2	60	mean_reconstructed	0.00110906
ICLDIWP	2	60	std_reconstructed	0.00350149
ICLDIWP	2	60	max_error	0.108068
ICLDIWP	2	60	rms_error	0.00225075
ICLDIWP	2	60	correlation	0.998139
ICLDIWP	2	60	srr	4.03536
ICLDIWP	2	60	precisionbits	2.20999
SL	2	60	min_original	239513
SL	2	60	max_original	608619
SL	2	60	mean_original	354188
SL	2	60	std_original	78818
SL	2	60	min_reconstructed	239517
SL	2	60	max_reconstructed	608619
SL	2	60	mean_reconstructed	354188
SL	2	60	std_reconstructed	78817.9
SL	2	60	max_error	0.0178876
SL	2	60	rms_error	0.000322481
SL	2	60	correlation	0.999999
SL	2	60	srr	9.37106
SL	2	60	precisionbits	4.8049
ICLDTWP	2	60	min_original	8.67362e-19
ICLDTWP	2	60	max_original	0.207316
ICLDTWP	2	60	mean_original	0.00628382
ICLDTWP	2	60	std_original	0.0135679
ICLDTWP	2	60	min_reconstructed	-0.00508805
ICLDTWP	2	60	max_reconstructed	0.206536
ICLDTWP	2	60	mean_reconstructed	0.00628382
ICLDTWP	2	60	std_reconstructed	0.0135639
ICLDTWP	2	60	max_error	0.046806
ICLDTWP	2	60	rms_error	0.00159085
ICLDTWP	2	60	correlation	0.999705
ICLDTWP	2	60	srr	5.36243
ICLDTWP	2	60	precisionbits	3.41716
so4_a1	2	60	min_original	1.05459e-13
so4_a1	2	60	max_original	7.74072e-09
so4_a1	2	60	mean_original	2.88004e-10
so4_a1	2	60	std_original	5.39813e-10
so4_a1	2	60	min_reconstructed	-9.0374e-12
so4_a1	2	60	max_reconstructed	7.77454e-09
so4_a1	2	60	mean_reconstructed	2.88004e-10
so4_a1	2	60	std_reconstructed	5.39757e-10
so4_a1	2	60	max_error	0.0302579
so4_a1	2	60	rms_error	0.00100809
so4_a1	2	60	correlation	0.999896
so4_a1	2	60	srr	6.11225
so4_a1	2	60	precisionbits	4.04654
so4_a2	2	60	min_original	3.03918e-14
so4_a2	2	60	max_original	6.92143e-10
so4_a2	2	60	mean_original	8.88842e-12
so4_a2	2	60	std_original	8.45485e-12
so4_a2	2	60	min_reconstructed	-9.98929e-12
so4_a2	2	60	max_reconstructed	5.40683e-10
so4_a2	2	60	mean_reconstructed	8.88842e-12
so4_a2	2	60	std_reconstructed	8.0964e-12
so4_a2	2	60	max_error	0.291547
so4_a2	2	60	rms_error	0.00351927
so4_a2	2	60	correlation	0.957604
so4_a2	2	60	srr	1.79543
so4_a2	2	60	precisionbits	0.7782
so4_a3	2	60	min_original	1.39714e-18
so4_a3	2	60	max_original	6.22364e-10
so4_a3	2	60	mean_original	6.56969e-12
so4_a3	2	60	std_original	2.5158e-11
so4_a3	2	60	min_reconstructed	-2.4152e-11
so4_a3	2	60	max_reconstructed	6.24115e-10
so4_a3	2	60	mean_reconstructed	6.56969e-12
so4_a3	2	60	std_reconstructed	2.51457e-11
so4_a3	2	60	max_error	0.0693856
so4_a3	2	60	rms_error	0.00126167
so4_a3	2	60	correlation	0.999513
so4_a3	2	60	srr	5.00178
so4_a3	2	60	precisionbits	2.84922
QRL	2	60	min_original	-9.41281e-05
QRL	2	60	max_original	2.64461e-05
QRL	2	60	mean_original	-1.72717e-05
QRL	2	60	std_original	1.18491e-05
QRL	2	60	min_reconstructed	-9.32159e-05
QRL	2	60	max_reconstructed	2.65438e-05
QRL	2	60	mean_reconstructed	-1.72717e-05
QRL	2	60	std_reconstructed	1.18489e-05
QRL	2	60	max_error	0.0381732
QRL	2	60	rms_error	0.000604263
QRL	2	60	correlation	0.999981
QRL	2	60	srr	7.34546
QRL	2	60	precisionbits	3.7113
QRS	2	60	min_original	1.30266e-06
QRS	2	60	max_original	8.68339e-05
QRS	2	60	mean_original	9.59774e-06
QRS	2	60	std_original	9.92573e-06
QRS	2	60	min_reconstructed	-6.08828e-07
QRS	2	60	max_reconstructed	0.000100949
QRS	2	60	mean_reconstructed	9.59774e-06
QRS	2	60	std_reconstructed	9.91846e-06
QRS	2	60	max_error	0.314296
QRS	2	60	rms_error	0.00443937
QRS	2	60	correlation	0.999268
QRS	2	60	srr	4.70822
QRS	2	60	precisionbits	0.669806
OMEGAT	2	60	min_original	-273.641
OMEGAT	2	60	max_original	201.497
OMEGAT	2	60	mean_original	-0.241871
OMEGAT	2	60	std_original	7.57238
OMEGAT	2	60	min_reconstructed	-274.63
OMEGAT	2	60	max_reconstructed	202.518
OMEGAT	2	60	mean_reconstructed	-0.241871
OMEGAT	2	60	std_reconstructed	7.56908
OMEGAT	2	60	max_error	0.0286579
OMEGAT	2	60	rms_error	0.000470697
OMEGAT	2	60	correlation	0.999564
OMEGAT	2	60	srr	5.08146
OMEGAT	2	60	precisionbits	4.12492
EXTINCT	2	60	min_original	1.05884e-11
EXTINCT	2	60	max_original	0.00257961
EXTINCT	2	60	mean_original	1.90591e-05
EXTINCT	2	60	std_original	4.32942e-05
EXTINCT	2	60	min_reconstructed	-2.77169e-05
EXTINCT	2	60	max_reconstructed	0.00202897
EXTINCT	2	60	mean_reconstructed	1.90591e-05
EXTINCT	2	60	std_reconstructed	4.31051e-05
EXTINCT	2	60	max_error	0.21346
EXTINCT	2	60	rms_error	0.00156693
EXTINCT	2	60	correlation	0.995632
EXTINCT	2	60	srr	3.421
EXTINCT	2	60	precisionbits	1.22796
CLOUD	2	60	min_original	1.38778e-17
CLOUD	2	60	max_original	0.895483
CLOUD	2	60	mean_original	0.112791
CLOUD	2	60	std_original	0.124784
CLOUD	2	60	min_reconstructed	-0.00136726
CLOUD	2	60	max_reconstructed	0.897204
CLOUD	2	60	mean_reconstructed	0.112791
CLOUD	2	60	std_reconstructed	0.124782
CLOUD	2	60	max_error	0.0586422
CLOUD	2	60	rms_error	0.000863794
CLOUD	2	60	correlation	0.999981
CLOUD	2	60	srr	7.3338
CLOUD	2	60	precisionbits	3.09192
FREQR	2	60	min_original	0
FREQR	2	60	max_original	0.968037
FREQR	2	60	mean_original	0.0644614
FREQR	2	60	std_original	0.119078
FREQR	2	60	min_reconstructed	-0.00894608
FREQR	2	60	max_reconstructed	0.970707
FREQR	2	60	mean_reconstructed	0.0644614
FREQR	2	60	std_reconstructed	0.119076
FREQR	2	60	max_error	0.0258105
FREQR	2	60	rms_error	0.000636338
FREQR	2	60	correlation	0.999987
FREQR	2	60	srr	7.59476
FREQR	2	60	precisionbits	4.2759
SO2	2	60	min_original	3.78173e-17
SO2	2	60	max_original	2.89686e-08
SO2	2	60	mean_original	1.48396e-10
SO2	2	60	std_original	6.63667e-10
SO2	2	60	min_reconstructed	-1.29404e-09
SO2	2	60	max_reconstructed	2.74801e-08
SO2	2	60	mean_reconstructed	1.48396e-10
SO2	2	60	std_reconstructed	6.58082e-10
SO2	2	60	max_error	0.177295
SO2	2	60	rms_error	0.00296584
SO2	2	60	correlation	0.991585
SO2	2	60	srr	2.94945
SO2	2	60	precisionbits	1.49578
VT	2	60	min_original	-4583.83
VT	2	60	max_original	5018.16
VT	2	60	mean_original	3.6991
VT	2	60	std_original	524.52
VT	2	60	min_reconstructed	-4582.94
VT	2	60	max_reconstructed	5018
VT	2	60	mean_reconstructed	3.6991
VT	2	60	std_reconstructed	524.394
VT	2	60	max_error	0.0143525
VT	2	60	rms_error	0.00119515
VT	2	60	correlation	0.999761
VT	2	60	srr	5.51432
VT	2	60	precisionbits	5.12255
VU	2	60	min_original	-928.716
VU	2	60	max_original	931.203
VU	2	60	mean_original	-0.499133
VU	2	60	std_original	67.8689
VU	2	60	min_reconstructed	-928.715
VU	2	60	max_reconstructed	931.201
VU	2	60	mean_reconstructed	-0.499133
VU	2	60	std_reconstructed	67.8686
VU	2	60	max_error	0.00400147
VU	2	60	rms_error	9.53483e-05
VU	2	60	correlation	0.999997
VU	2	60	srr	8.58009
VU	2	60	precisionbits	6.96526
VV	2	60	min_original	0.551784
VV	2	60	max_original	1535.09
VV	2	60	mean_original	68.4764
VV	2	60	std_original	78.7074
VV	2	60	min_reconstructed	-8.52844
VV	2	60	max_reconstructed	1535.01
VV	2	60	mean_reconstructed	68.4764
VV	2	60	std_reconstructed	78.703
VV	2	60	max_error	0.0236267
VV	2	60	rms_error	0.000541723
VV	2	60	correlation	0.999944
VV	2	60	srr	6.565
VV	2	60	precisionbits	4.40344
U	2	60	min_original	-25.5835
U	2	60	max_original	54.481
U	2	60	mean_original	6.39345
U	2	60	std_original	12.1973
U	2	60	min_reconstructed	-25.5833
U	2	60	max_reconstructed	54.4809
U	2	60	mean_reconstructed	6.39345
U	2	60	std_reconstructed	12.1973
U	2	60	max_error	0.00146488
U	2	60	rms_error	3.86113e-05
U	2	60	correlation	1
U	2	60	srr	11.946
U	2	60	precisionbits	8.415
CMFDT	2	60	min_original	-2.48298e-05
CMFDT	2	60	max_original	0.000243036
CMFDT	2	60	mean_original	5.91625e-06
CMFDT	2	60	std_original	1.69301e-05
CMFDT	2	60	min_reconstructed	-1.8551e-05
CMFDT	2	60	max_reconstructed	0.000236627
CMFDT	2	60	mean_reconstructed	5.91625e-06
CMFDT	2	60	std_reconstructed	1.69141e-05
CMFDT	2	60	max_error	0.130021
CMFDT	2	60	rms_error	0.00274593
CMFDT	2	60	correlation	0.999056
CMFDT	2	60	srr	4.52464
CMFDT	2	60	precisionbits	1.94318
AQRAIN	2	60	min_original	0
AQRAIN	2	60	max_original	0.000228656
AQRAIN	2	60	mean_original	1.94794e-06
AQRAIN	2	60	std_original	4.64017e-06
AQRAIN	2	60	min_reconstructed	-1.57315e-05
AQRAIN	2	60	max_reconstructed	0.000208244
AQRAIN	2	60	mean_reconstructed	1.94794e-06
AQRAIN	2	60	std_reconstructed	4.59243e-06
AQRAIN	2	60	max_error	0.13167
AQRAIN	2	60	rms_error	0.00290354
AQRAIN	2	60	correlation	0.989711
AQRAIN	2	60	srr	2.80511
AQRAIN	2	60	precisionbits	1.925
QT	2	60	min_original	1.24165e-06
QT	2	60	max_original	0.0185206
QT	2	60	mean_original	0.0025933
QT	2	60	std_original	0.00428874
QT	2	60	min_reconstructed	-8.58881e-07
QT	2	60	max_reconstructed	0.0185539
QT	2	60	mean_reconstructed	0.0025933
QT	2	60	std_reconstructed	0.00428873
QT	2	60	max_error	0.00666066
QT	2	60	rms_error	0.000210001
QT	2	60	correlation	1
QT	2	60	srr	10.1069
QT	2	60	precisionbits	6.23012
dgnw_a02	2	60	min_original	2.33851e-08
dgnw_a02	2	60	max_original	8.80724e-08
dgnw_a02	2	60	mean_original	4.03716e-08
dgnw_a02	2	60	std_original	1.18482e-08
dgnw_a02	2	60	min_reconstructed	2.37896e-08
dgnw_a02	2	60	max_reconstructed	8.81032e-08
dgnw_a02	2	60	mean_reconstructed	4.03716e-08
dgnw_a02	2	60	std_reconstructed	1.18481e-08
dgnw_a02	2	60	max_error	0.0317044
dgnw_a02	2	60	rms_error	0.000866166
dgnw_a02	2	60	correlation	0.999989
dgnw_a02	2	60	srr	7.72426
dgnw_a02	2	60	precisionbits	3.97917
dgnw_a03	2	60	min_original	1.00006e-06
dgnw_a03	2	60	max_original	4.44914e-06
dgnw_a03	2	60	mean_original	1.5659e-06
dgnw_a03	2	60	std_original	6.79075e-07
dgnw_a03	2	60	min_reconstructed	1.00002e-06
dgnw_a03	2	60	max_reconstructed	4.44889e-06
dgnw_a03	2	60	mean_reconstructed	1.5659e-06
dgnw_a03	2	60	std_reconstructed	6.79061e-07
dgnw_a03	2	60	max_error	0.0582414
dgnw_a03	2	60	rms_error	0.0012337
dgnw_a03	2	60	correlation	0.99998
dgnw_a03	2	60	srr	7.31823
dgnw_a03	2	60	precisionbits	3.10181
SOAG	2	60	min_original	3.37808e-20
SOAG	2	60	max_original	2.14354e-09
SOAG	2	60	mean_original	2.86189e-11
SOAG	2	60	std_original	8.6735e-11
SOAG	2	60	min_reconstructed	-3.04837e-11
SOAG	2	60	max_reconstructed	2.14085e-09
SOAG	2	60	mean_reconstructed	2.86189e-11
SOAG	2	60	std_reconstructed	8.66748e-11
SOAG	2	60	max_error	0.0498083
SOAG	2	60	rms_error	0.00150705
SOAG	2	60	correlation	0.999306
SOAG	2	60	srr	4.74682
SOAG	2	60	precisionbits	3.32747
dgnw_a01	2	60	min_original	4.92289e-08
dgnw_a01	2	60	max_original	4.81925e-07
dgnw_a01	2	60	mean_original	1.66719e-07
dgnw_a01	2	60	std_original	7.7506e-08
dgnw_a01	2	60	min_reconstructed	4.92026e-08
dgnw_a01	2	60	max_reconstructed	4.81867e-07
dgnw_a01	2	60	mean_reconstructed	1.66719e-07
dgnw_a01	2	60	std_reconstructed	7.75046e-08
dgnw_a01	2	60	max_error	0.053989
dgnw_a01	2	60	rms_error	0.00107678
dgnw_a01	2	60	correlation	0.999982
dgnw_a01	2	60	srr	7.37809
dgnw_a01	2	60	precisionbits	3.21119
QC	2	60	min_original	0
QC	2	60	max_original	8.70183e-08
QC	2	60	mean_original	1.93327e-09
QC	2	60	std_original	5.52514e-09
QC	2	60	min_reconstructed	-4.68117e-09
QC	2	60	max_reconstructed	8.49771e-08
QC	2	60	mean_reconstructed	1.93327e-09
QC	2	60	std_reconstructed	5.51788e-09
QC	2	60	max_error	0.160254
QC	2	60	rms_error	0.00325358
QC	2	60	correlation	0.998686
QC	2	60	srr	4.28652
QC	2	60	precisionbits	1.64157
CCN3	2	70	min_original	3.37544e-05
CCN3	2	70	max_original	1237.94
CCN3	2	70	mean_original	26.6431
CCN3	2	70	std_original	55.6838
CCN3	2	70	min_reconstructed	-44.3818
CCN3	2	70	max_reconstructed	1189.25
CCN3	2	70	mean_reconstructed	26.6431
CCN3	2	70	std_reconstructed	55.5906
CCN3	2	70	max_error	0.124865
CCN3	2	70	rms_error	0.00260188
CCN3	2	70	correlation	0.998326
CCN3	2	70	srr	4.1117
CCN3	2	70	precisionbits	2.00156
dst_a1	2	70	min_original	3.56598e-14
dst_a1	2	70	max_original	1.95292e-07
dst_a1	2	70	mean_original	6.50608e-10
dst_a1	2	70	std_original	3.33261e-09
dst_a1	2	70	min_reconstructed	-2.58818e-09
dst_a1	2	70	max_reconstructed	2.22268e-07
dst_a1	2	70	mean_reconstructed	6.50608e-10
dst_a1	2	70	std_reconstructed	3.32288e-09
dst_a1	2	70	max_error	0.13813
dst_a1	2	70	rms_error	0.00130325
dst_a1	2	70	correlation	0.997079
dst_a1	2	70	srr	3.71083
dst_a1	2	70	precisionbits	1.8559
dst_a3	2	70	min_original	9.76073e-22
dst_a3	2	70	max_original	4.80757e-06
dst_a3	2	70	mean_original	8.21532e-09
dst_a3	2	70	std_original	5.82361e-08
dst_a3	2	70	min_reconstructed	-1.13308e-07
dst_a3	2	70	max_reconstructed	4.51239e-06
dst_a3	2	70	mean_reconstructed	8.21532e-09
dst_a3	2	70	std_reconstructed	5.77821e-08
dst_a3	2	70	max_error	0.0929684
dst_a3	2	70	rms_error	0.00150973
dst_a3	2	70	correlation	0.992203
dst_a3	2	70	srr	3.00425
dst_a3	2	70	precisionbits	2.42712
CLDICE	2	70	min_original	0
CLDICE	2	70	max_original	7.20326e-05
CLDICE	2	70	mean_original	7.17942e-07
CLDICE	2	70	std_original	1.7575e-06
CLDICE	2	70	min_reconstructed	-3.4424e-06
CLDICE	2	70	max_reconstructed	7.19777e-05
CLDICE	2	70	mean_reconstructed	7.17942e-07
CLDICE	2	70	std_reconstructed	1.75207e-06
CLDICE	2	70	max_error	0.0477895
CLDICE	2	70	rms_error	0.00191788
CLDICE	2	70	correlation	0.996906
CLDICE	2	70	srr	3.66922
CLDICE	2	70	precisionbits	3.38716
IWC	2	70	min_original	0
IWC	2	70	max_original	4.12265e-05
IWC	2	70	mean_original	7.71055e-07
IWC	2	70	std_original	2.23987e-06
IWC	2	70	min_reconstructed	-6.77948e-07
IWC	2	70	max_reconstructed	4.12277e-05
IWC	2	70	mean_reconstructed	7.71055e-07
IWC	2	70	std_reconstructed	2.23945e-06
IWC	2	70	max_error	0.0562716
IWC	2	70	rms_error	0.00104436
IWC	2	70	correlation	0.999815
IWC	2	70	srr	5.70107
IWC	2	70	precisionbits	3.15145
CLDLIQ	2	70	min_original	0
CLDLIQ	2	70	max_original	0.00016955
CLDLIQ	2	70	mean_original	3.0711e-06
CLDLIQ	2	70	std_original	7.7193e-06
CLDLIQ	2	70	min_reconstructed	-2.17567e-06
CLDLIQ	2	70	max_reconstructed	0.000166418
CLDLIQ	2	70	mean_reconstructed	3.0711e-06
CLDLIQ	2	70	std_reconstructed	7.71705e-06
CLDLIQ	2	70	max_error	0.0584608
CLDLIQ	2	70	rms_error	0.00109916
CLDLIQ	2	70	correlation	0.999709
CLDLIQ	2	70	srr	5.37229
CLDLIQ	2	70	precisionbits	3.09639
DCQ	2	70	min_original	-1.92217e-07
DCQ	2	70	max_original	4.15146e-08
DCQ	2	70	mean_original	-3.7514e-09
DCQ	2	70	std_original	1.08604e-08
DCQ	2	70	min_reconstructed	-1.9229e-07
DCQ	2	70	max_reconstructed	4.14174e-08
DCQ	2	70	mean_reconstructed	-3.7514e-09
DCQ	2	70	std_reconstructed	1.08601e-08
DCQ	2	70	max_error	0.0120277
DCQ	2	70	rms_error	0.00033016
DCQ	2	70	correlation	0.999975
DCQ	2	70	srr	7.13684
DCQ	2	70	precisionbits	5.37749
T	2	70	min_original	189.082
T	2	70	max_original	303.072
T	2	70	mean_original	242.867
T	2	70	std_original	32.7865
T	2	70	min_reconstructed	189.079
T	2	70	max_reconstructed	303.074
T	2	70	mean_reconstructed	242.867
T	2	70	std_reconstructed	32.7865
T	2	70	max_error	0.0025212
T	2	70	rms_error	3.32656e-05
T	2	70	correlation	1
T	2	70	srr	13.0779
T	2	70	precisionbits	7.63167
CMFDQ	2	70	min_original	-1.88457e-07
CMFDQ	2	70	max_original	3.40484e-08
CMFDQ	2	70	mean_original	-3.21044e-09
CMFDQ	2	70	std_original	1.04241e-08
CMFDQ	2	70	min_reconstructed	-1.88899e-07
CMFDQ	2	70	max_reconstructed	3.43681e-08
CMFDQ	2	70	mean_reconstructed	-3.21044e-09
CMFDQ	2	70	std_reconstructed	1.04232e-08
CMFDQ	2	70	max_error	0.0215651
CMFDQ	2	70	rms_error	0.000603678
CMFDQ	2	70	correlation	0.999917
CMFDQ	2	70	srr	6.27808
CMFDQ	2	70	precisionbits	4.53516
pom_a1	2	70	min_original	1.37156e-14
pom_a1	2	70	max_original	2.42032e-08
pom_a1	2	70	mean_original	1.16573e-10
pom_a1	2	70	std_original	4.27212e-10
pom_a1	2	70	min_reconstructed	-8.0249e-10
pom_a1	2	70	max_reconstructed	2.59246e-08
pom_a1	2	70	mean_reconstructed	1.16573e-10
pom_a1	2	70	std_reconstructed	4.24929e-10
pom_a1	2	70	max_error	0.0775608
pom_a1	2	70	rms_error	0.00182232
pom_a1	2	70	correlation	0.994656
pom_a1	2	70	srr	3.27591
pom_a1	2	70	precisionbits	2.68853
wat_a2	2	70	min_original	0
wat_a2	2	70	max_original	9.04323e-10
wat_a2	2	70	mean_original	5.97573e-12
wat_a2	2	70	std_original	1.39623e-11
wat_a2	2	70	min_reconstructed	-3.26341e-11
wat_a2	2	70	max_reconstructed	8.53934e-10
wat_a2	2	70	mean_reconstructed	5.97573e-12
wat_a2	2	70	std_reconstructed	1.38369e-11
wat_a2	2	70	max_error	0.235741
wat_a2	2	70	rms_error	0.00206404
wat_a2	2	70	correlation	0.991024
wat_a2	2	70	srr	2.90308
wat_a2	2	70	precisionbits	1.08472
wat_a3	2	70	min_original	0
wat_a3	2	70	max_original	2.6321e-07
wat_a3	2	70	mean_original	1.14976e-08
wat_a3	2	70	std_original	2.89249e-08
wat_a3	2	70	min_reconstructed	-5.25165e-09
wat_a3	2	70	max_reconstructed	2.62591e-07
wat_a3	2	70	mean_reconstructed	1.14976e-08
wat_a3	2	70	std_reconstructed	2.89247e-08
wat_a3	2	70	max_error	0.0212609
wat_a3	2	70	rms_error	0.000413671
wat_a3	2	70	correlation	0.999993
wat_a3	2	70	srr	8.0534
wat_a3	2	70	precisionbits	4.55565
wat_a1	2	70	min_original	0
wat_a1	2	70	max_original	2.98927e-08
wat_a1	2	70	mean_original	1.11377e-09
wat_a1	2	70	std_original	2.39132e-09
wat_a1	2	70	min_reconstructed	-1.89688e-10
wat_a1	2	70	max_reconstructed	2.98075e-08
wat_a1	2	70	mean_reconstructed	1.11377e-09
wat_a1	2	70	std_reconstructed	2.39128e-09
wat_a1	2	70	max_error	0.0175817
wat_a1	2	70	rms_error	0.000426402
wat_a1	2	70	correlation	0.999986
wat_a1	2	70	srr	7.55158
wat_a1	2	70	precisionbits	4.82978
SLV	2	70	min_original	239579
SLV	2	70	max_original	608620
SLV	2	70	mean_original	354664
SLV	2	70	std_original	78501
SLV	2	70	min_reconstructed	239572
SLV	2	70	max_reconstructed	608620
SLV	2	70	mean_reconstructed	354664
SLV	2	70	std_reconstructed	78501
SLV	2	70	max_error	0.00226913
SLV	2	70	rms_error	4.64699e-05
SLV	2	70	correlation	1
SLV	2	70	srr	12.1603
SLV	2	70	precisionbits	7.78364
DMS	2	70	min_original	0
DMS	2	70	max_original	1.59842e-09
DMS	2	70	mean_original	3.02511e-11
DMS	2	70	std_original	8.78583e-11
DMS	2	70	min_reconstructed	-2.02056e-12
DMS	2	70	max_reconstructed	1.59829e-09
DMS	2	70	mean_reconstructed	3.02511e-11
DMS	2	70	std_reconstructed	8.78581e-11
DMS	2	70	max_error	0.00648905
DMS	2	70	rms_error	0.000118669
DMS	2	70	correlation	0.999998
DMS	2	70	srr	8.85544
DMS	2	70	precisionbits	6.26778
CLDFSNOW	2	70	min_original	0
CLDFSNOW	2	70	max_original	0.719323
CLDFSNOW	2	70	mean_original	0.0607795
CLDFSNOW	2	70	std_original	0.0894278
CLDFSNOW	2	70	min_reconstructed	-0.00834352
CLDFSNOW	2	70	max_reconstructed	0.715959
CLDFSNOW	2	70	mean_reconstructed	0.0607795
CLDFSNOW	2	70	std_reconstructed	0.0894169
CLDFSNOW	2	70	max_error	0.0933412
CLDFSNOW	2	70	rms_error	0.00194256
CLDFSNOW	2	70	correlation	0.999878
CLDFSNOW	2	70	srr	5.99998
CLDFSNOW	2	70	precisionbits	2.42134
DTV	2	70	min_original	-0.000232191
DTV	2	70	max_original	0.00041373
DTV	2	70	mean_original	4.45256e-06
DTV	2	70	std_original	1.67765e-05
DTV	2	70	min_reconstructed	-0.000232182
DTV	2	70	max_reconstructed	0.000413724
DTV	2	70	mean_reconstructed	4.45256e-06
DTV	2	70	std_reconstructed	1.6776e-05
DTV	2	70	max_error	0.00613705
DTV	2	70	rms_error	0.000206397
DTV	2	70	correlation	0.999968
DTV	2	70	srr	6.97545
DTV	2	70	precisionbits	6.34824
H2O2	2	70	min_original	9.43771e-13
H2O2	2	70	max_original	3.55469e-09
H2O2	2	70	mean_original	2.0515e-10
H2O2	2	70	std_original	2.89616e-10
H2O2	2	70	min_reconstructed	6.00786e-13
H2O2	2	70	max_reconstructed	3.55487e-09
H2O2	2	70	mean_reconstructed	2.0515e-10
H2O2	2	70	std_reconstructed	2.89616e-10
H2O2	2	70	max_error	0.00362067
H2O2	2	70	rms_error	7.93004e-05
H2O2	2	70	correlation	1
H2O2	2	70	srr	10.0052
H2O2	2	70	precisionbits	7.10953
ANRAIN	2	70	min_original	0
ANRAIN	2	70	max_original	53829.5
ANRAIN	2	70	mean_original	845.417
ANRAIN	2	70	std_original	2542.07
ANRAIN	2	70	min_reconstructed	-214.29
ANRAIN	2	70	max_reconstructed	53647.7
ANRAIN	2	70	mean_reconstructed	845.417
ANRAIN	2	70	std_reconstructed	2542.03
ANRAIN	2	70	max_error	0.0131529
ANRAIN	2	70	rms_error	0.000268052
ANRAIN	2	70	correlation	0.999984
ANRAIN	2	70	srr	7.46088
ANRAIN	2	70	precisionbits	5.24847
dgnd_a03	2	70	min_original	1.00004e-06
dgnd_a03	2	70	max_original	3.78263e-06
dgnd_a03	2	70	mean_original	1.22267e-06
dgnd_a03	2	70	std_original	2.22918e-07
dgnd_a03	2	70	min_reconstructed	1.00003e-06
dgnd_a03	2	70	max_reconstructed	3.78262e-06
dgnd_a03	2	70	mean_reconstructed	1.22267e-06
dgnd_a03	2	70	std_reconstructed	2.22917e-07
dgnd_a03	2	70	max_error	0.0101297
dgnd_a03	2	70	rms_error	0.000180094
dgnd_a03	2	70	correlation	0.999997
dgnd_a03	2	70	srr	8.79712
dgnd_a03	2	70	precisionbits	5.62526
FREQL	2	70	min_original	0
FREQL	2	70	max_original	0.86016
FREQL	2	70	mean_original	0.0468375
FREQL	2	70	std_original	0.104814
FREQL	2	70	min_reconstructed	-0.0180512
FREQL	2	70	max_reconstructed	0.851795
FREQL	2	70	mean_reconstructed	0.0468375
FREQL	2	70	std_reconstructed	0.104797
FREQL	2	70	max_error	0.15821
FREQL	2	70	rms_error	0.00216629
FREQL	2	70	correlation	0.999842
FREQL	2	70	srr	5.81378
FREQL	2	70	precisionbits	1.66009
ICIMR	2	70	min_original	0
ICIMR	2	70	max_original	0.00012157
ICIMR	2	70	mean_original	2.08026e-06
ICIMR	2	70	std_original	5.65876e-06
ICIMR	2	70	min_reconstructed	-1.23491e-06
ICIMR	2	70	max_reconstructed	0.000120378
ICIMR	2	70	mean_reconstructed	2.08026e-06
ICIMR	2	70	std_reconstructed	5.65349e-06
ICIMR	2	70	max_error	0.108785
ICIMR	2	70	rms_error	0.00200931
ICIMR	2	70	correlation	0.999068
ICIMR	2	70	srr	4.53392
ICIMR	2	70	precisionbits	2.20044
Z3	2	70	min_original	41.1775
Z3	2	70	max_original	37654.4
Z3	2	70	mean_original	11238.9
Z3	2	70	std_original	10065.7
Z3	2	70	min_reconstructed	41.4061
Z3	2	70	max_reconstructed	37654.4
Z3	2	70	mean_reconstructed	11238.9
Z3	2	70	std_reconstructed	10065.7
Z3	2	70	max_error	0.00230728
Z3	2	70	rms_error	4.34853e-05
Z3	2	70	correlation	1
Z3	2	70	srr	12.5873
Z3	2	70	precisionbits	7.75959
WSUB	2	70	min_original	0.2
WSUB	2	70	max_original	1.30369
WSUB	2	70	mean_original	0.245025
WSUB	2	70	std_original	0.0820812
WSUB	2	70	min_reconstructed	0.199292
WSUB	2	70	max_reconstructed	1.30373
WSUB	2	70	mean_reconstructed	0.245025
WSUB	2	70	std_reconstructed	0.0820812
WSUB	2	70	max_error	0.00261069
WSUB	2	70	rms_error	6.50845e-05
WSUB	2	70	correlation	1
WSUB	2	70	srr	10.1582
WSUB	2	70	precisionbits	7.58135
FREQS	2	70	min_original	0
FREQS	2	70	max_original	0.940525
FREQS	2	70	mean_original	0.0930056
FREQS	2	70	std_original	0.156255
FREQS	2	70	min_reconstructed	-0.00888815
FREQS	2	70	max_reconstructed	0.940519
FREQS	2	70	mean_reconstructed	0.0930056
FREQS	2	70	std_reconstructed	0.156254
FREQS	2	70	max_error	0.0304254
FREQS	2	70	rms_error	0.000520783
FREQS	2	70	correlation	0.999995
FREQS	2	70	srr	8.31747
FREQS	2	70	precisionbits	4.03858
AQSNOW	2	70	min_original	0
AQSNOW	2	70	max_original	0.00024403
AQSNOW	2	70	mean_original	3.16677e-06
AQSNOW	2	70	std_original	6.6366e-06
AQSNOW	2	70	min_reconstructed	-1.49018e-05
AQSNOW	2	70	max_reconstructed	0.000244591
AQSNOW	2	70	mean_reconstructed	3.16677e-06
AQSNOW	2	70	std_reconstructed	6.61544e-06
AQSNOW	2	70	max_error	0.149711
AQSNOW	2	70	rms_error	0.00217031
AQSNOW	2	70	correlation	0.996811
AQSNOW	2	70	srr	3.64742
AQSNOW	2	70	precisionbits	1.73974
NUMICE	2	70	min_original	0
NUMICE	2	70	max_original	854591
