VARIABLE	K	M	STATISTIC	VALUE
SL	9	30	correlation	0.999943
SL	9	30	srr	6.55429
SL	9	30	precisionbits	3.06655
ICLDTWP	9	30	min_original	8.67362e-19
ICLDTWP	9	30	max_original	0.207316
ICLDTWP	9	30	mean_original	0.00628382
ICLDTWP	9	30	std_original	0.0135679
ICLDTWP	9	30	min_reconstructed	-0.00878195
ICLDTWP	9	30	max_reconstructed	0.203763
ICLDTWP	9	30	mean_reconstructed	0.00628382
ICLDTWP	9	30	std_reconstructed	0.0135178
ICLDTWP	9	30	max_error	0.227104
ICLDTWP	9	30	rms_error	0.0056213
ICLDTWP	9	30	correlation	0.996304
ICLDTWP	9	30	srr	3.54132
ICLDTWP	9	30	precisionbits	1.13858
so4_a1	9	30	min_original	1.05459e-13
so4_a1	9	30	max_original	7.74072e-09
so4_a1	9	30	mean_original	2.88004e-10
so4_a1	9	30	std_original	5.39813e-10
so4_a1	9	30	min_reconstructed	-4.7254e-10
so4_a1	9	30	max_reconstructed	7.75569e-09
so4_a1	9	30	mean_reconstructed	2.88004e-10
so4_a1	9	30	std_reconstructed	5.37581e-10
so4_a1	9	30	max_error	0.322965
so4_a1	9	30	rms_error	0.00633553
so4_a1	9	30	correlation	0.995865
so4_a1	9	30	srr	3.4604
so4_a1	9	30	precisionbits	0.63055
so4_a2	9	30	min_original	3.03918e-14
so4_a2	9	30	max_original	6.92143e-10
so4_a2	9	30	mean_original	8.88842e-12
so4_a2	9	30	std_original	8.45485e-12
so4_a2	9	30	min_reconstructed	-7.15802e-11
so4_a2	9	30	max_reconstructed	2.83626e-10
so4_a2	9	30	mean_reconstructed	8.88842e-12
so4_a2	9	30	std_reconstructed	7.15604e-12
so4_a2	9	30	max_error	0.660165
so4_a2	9	30	rms_error	0.00650594
so4_a2	9	30	correlation	0.846383
so4_a2	9	30	srr	0.908943
so4_a2	9	30	precisionbits	-0.400898
so4_a3	9	30	min_original	1.39714e-18
so4_a3	9	30	max_original	6.22364e-10
so4_a3	9	30	mean_original	6.56969e-12
so4_a3	9	30	std_original	2.5158e-11
so4_a3	9	30	min_reconstructed	-4.57887e-11
so4_a3	9	30	max_reconstructed	6.22982e-10
so4_a3	9	30	mean_reconstructed	6.56969e-12
so4_a3	9	30	std_reconstructed	2.48368e-11
so4_a3	9	30	max_error	0.21303
so4_a3	9	30	rms_error	0.00643844
so4_a3	9	30	correlation	0.987234
so4_a3	9	30	srr	2.6504
so4_a3	9	30	precisionbits	1.23087
QRL	9	30	min_original	-9.41281e-05
QRL	9	30	max_original	2.64461e-05
QRL	9	30	mean_original	-1.72717e-05
QRL	9	30	std_original	1.18491e-05
QRL	9	30	min_reconstructed	-9.25132e-05
QRL	9	30	max_reconstructed	2.59551e-05
QRL	9	30	mean_reconstructed	-1.72717e-05
QRL	9	30	std_reconstructed	1.1846e-05
QRL	9	30	max_error	0.0938354
QRL	9	30	rms_error	0.00225515
QRL	9	30	correlation	0.999737
QRL	9	30	srr	5.44548
QRL	9	30	precisionbits	2.41372
QRS	9	30	min_original	1.30266e-06
QRS	9	30	max_original	8.68339e-05
QRS	9	30	mean_original	9.59774e-06
QRS	9	30	std_original	9.92573e-06
QRS	9	30	min_reconstructed	-4.26103e-06
QRS	9	30	max_reconstructed	9.31535e-05
QRS	9	30	mean_reconstructed	9.59774e-06
QRS	9	30	std_reconstructed	9.91257e-06
QRS	9	30	max_error	0.257595
QRS	9	30	rms_error	0.00597461
QRS	9	30	correlation	0.998674
QRS	9	30	srr	4.27973
QRS	9	30	precisionbits	0.956821
OMEGAT	9	30	min_original	-273.641
OMEGAT	9	30	max_original	201.497
OMEGAT	9	30	mean_original	-0.241871
OMEGAT	9	30	std_original	7.57238
OMEGAT	9	30	min_reconstructed	-265.151
OMEGAT	9	30	max_reconstructed	202.27
OMEGAT	9	30	mean_reconstructed	-0.241871
OMEGAT	9	30	std_reconstructed	7.52522
OMEGAT	9	30	max_error	0.0767696
OMEGAT	9	30	rms_error	0.00177603
OMEGAT	9	30	correlation	0.993771
OMEGAT	9	30	srr	3.16567
OMEGAT	9	30	precisionbits	2.70332
EXTINCT	9	30	min_original	1.05884e-11
EXTINCT	9	30	max_original	0.00257961
EXTINCT	9	30	mean_original	1.90591e-05
EXTINCT	9	30	std_original	4.32942e-05
EXTINCT	9	30	min_reconstructed	-8.66922e-05
EXTINCT	9	30	max_reconstructed	0.00216803
EXTINCT	9	30	mean_reconstructed	1.90591e-05
EXTINCT	9	30	std_reconstructed	4.29866e-05
EXTINCT	9	30	max_error	0.159554
EXTINCT	9	30	rms_error	0.00199681
EXTINCT	9	30	correlation	0.992897
EXTINCT	9	30	srr	3.07125
EXTINCT	9	30	precisionbits	1.64788
CLOUD	9	30	min_original	1.38778e-17
CLOUD	9	30	max_original	0.895483
CLOUD	9	30	mean_original	0.112791
CLOUD	9	30	std_original	0.124784
CLOUD	9	30	min_reconstructed	-0.0415901
CLOUD	9	30	max_reconstructed	0.933895
CLOUD	9	30	mean_reconstructed	0.112791
CLOUD	9	30	std_reconstructed	0.124696
CLOUD	9	30	max_error	0.121229
CLOUD	9	30	rms_error	0.00525766
CLOUD	9	30	correlation	0.999288
CLOUD	9	30	srr	4.72814
CLOUD	9	30	precisionbits	2.04419
FREQR	9	30	min_original	0
FREQR	9	30	max_original	0.968037
FREQR	9	30	mean_original	0.0644614
FREQR	9	30	std_original	0.119078
FREQR	9	30	min_reconstructed	-0.0599989
FREQR	9	30	max_reconstructed	1.06797
FREQR	9	30	mean_reconstructed	0.0644614
FREQR	9	30	std_reconstructed	0.118982
FREQR	9	30	max_error	0.184143
FREQR	9	30	rms_error	0.0049445
FREQR	9	30	correlation	0.999192
FREQR	9	30	srr	4.63681
FREQR	9	30	precisionbits	1.4411
SO2	9	30	min_original	3.78173e-17
SO2	9	30	max_original	2.89686e-08
SO2	9	30	mean_original	1.48396e-10
SO2	9	30	std_original	6.63667e-10
SO2	9	30	min_reconstructed	-1.34027e-09
SO2	9	30	max_reconstructed	2.81557e-08
SO2	9	30	mean_reconstructed	1.48396e-10
SO2	9	30	std_reconstructed	6.46564e-10
SO2	9	30	max_error	0.58881
SO2	9	30	rms_error	0.0051675
SO2	9	30	correlation	0.97423
SO2	9	30	srr	2.14843
SO2	9	30	precisionbits	-0.235873
VT	9	30	min_original	-4583.83
VT	9	30	max_original	5018.16
VT	9	30	mean_original	3.6991
VT	9	30	std_original	524.52
VT	9	30	min_reconstructed	-4608.84
VT	9	30	max_reconstructed	5099.43
VT	9	30	mean_reconstructed	3.6991
VT	9	30	std_reconstructed	524.371
VT	9	30	max_error	0.0171815
VT	9	30	rms_error	0.0012996
VT	9	30	correlation	0.999717
VT	9	30	srr	5.39346
VT	9	30	precisionbits	4.863
VU	9	30	min_original	-928.716
VU	9	30	max_original	931.203
VU	9	30	mean_original	-0.499133
VU	9	30	std_original	67.8689
VU	9	30	min_reconstructed	-928.657
VU	9	30	max_reconstructed	931.215
VU	9	30	mean_reconstructed	-0.499133
VU	9	30	std_reconstructed	67.4224
VU	9	30	max_error	0.0974949
VU	9	30	rms_error	0.00417876
VU	9	30	correlation	0.993421
VU	9	30	srr	3.12636
VU	9	30	precisionbits	2.35853
VV	9	30	min_original	0.551784
VV	9	30	max_original	1535.09
VV	9	30	mean_original	68.4764
VV	9	30	std_original	78.7074
VV	9	30	min_reconstructed	-99.5415
VV	9	30	max_reconstructed	1534.43
VV	9	30	mean_reconstructed	68.4764
VV	9	30	std_reconstructed	78.2379
VV	9	30	max_error	0.139454
VV	9	30	rms_error	0.00559393
VV	9	30	correlation	0.994035
VV	9	30	srr	3.19676
VV	9	30	precisionbits	1.84214
U	9	30	min_original	-25.5835
U	9	30	max_original	54.481
U	9	30	mean_original	6.39345
U	9	30	std_original	12.1973
U	9	30	min_reconstructed	-25.5801
U	9	30	max_reconstructed	54.4809
U	9	30	mean_reconstructed	6.39345
U	9	30	std_reconstructed	12.1967
U	9	30	max_error	0.0394916
U	9	30	rms_error	0.00154062
U	9	30	correlation	0.999949
U	9	30	srr	6.62768
U	9	30	precisionbits	3.66231
CMFDT	9	30	min_original	-2.48298e-05
CMFDT	9	30	max_original	0.000243036
CMFDT	9	30	mean_original	5.91625e-06
CMFDT	9	30	std_original	1.69301e-05
CMFDT	9	30	min_reconstructed	-1.58919e-05
CMFDT	9	30	max_reconstructed	0.00023123
CMFDT	9	30	mean_reconstructed	5.91625e-06
CMFDT	9	30	std_reconstructed	1.68907e-05
CMFDT	9	30	max_error	0.182162
CMFDT	9	30	rms_error	0.00430924
CMFDT	9	30	correlation	0.997673
CMFDT	9	30	srr	3.8745
CMFDT	9	30	precisionbits	1.4567
AQRAIN	9	30	min_original	0
AQRAIN	9	30	max_original	0.000228656
AQRAIN	9	30	mean_original	1.94794e-06
AQRAIN	9	30	std_original	4.64017e-06
AQRAIN	9	30	min_reconstructed	-9.62403e-06
AQRAIN	9	30	max_reconstructed	7.83717e-05
AQRAIN	9	30	mean_reconstructed	1.94794e-06
AQRAIN	9	30	std_reconstructed	4.31604e-06
AQRAIN	9	30	max_error	0.705464
AQRAIN	9	30	rms_error	0.00745146
AQRAIN	9	30	correlation	0.930147
AQRAIN	9	30	srr	1.44541
AQRAIN	9	30	precisionbits	-0.496645
QT	9	30	min_original	1.24165e-06
QT	9	30	max_original	0.0185206
QT	9	30	mean_original	0.0025933
QT	9	30	std_original	0.00428874
QT	9	30	min_reconstructed	-0.000315665
QT	9	30	max_reconstructed	0.0186076
QT	9	30	mean_reconstructed	0.0025933
QT	9	30	std_reconstructed	0.00428839
QT	9	30	max_error	0.0898251
QT	9	30	rms_error	0.00293382
QT	9	30	correlation	0.99992
QT	9	30	srr	6.30259
QT	9	30	precisionbits	2.47674
dgnw_a02	9	30	min_original	2.33851e-08
dgnw_a02	9	30	max_original	8.80724e-08
dgnw_a02	9	30	mean_original	4.03716e-08
dgnw_a02	9	30	std_original	1.18482e-08
dgnw_a02	9	30	min_reconstructed	2.10404e-08
dgnw_a02	9	30	max_reconstructed	8.77188e-08
dgnw_a02	9	30	mean_reconstructed	4.03716e-08
dgnw_a02	9	30	std_reconstructed	1.18438e-08
dgnw_a02	9	30	max_error	0.131821
dgnw_a02	9	30	rms_error	0.00499013
dgnw_a02	9	30	correlation	0.999629
dgnw_a02	9	30	srr	5.19789
dgnw_a02	9	30	precisionbits	1.92335
dgnw_a03	9	30	min_original	1.00006e-06
dgnw_a03	9	30	max_original	4.44914e-06
dgnw_a03	9	30	mean_original	1.5659e-06
dgnw_a03	9	30	std_original	6.79075e-07
dgnw_a03	9	30	min_reconstructed	9.83518e-07
dgnw_a03	9	30	max_reconstructed	4.41639e-06
dgnw_a03	9	30	mean_reconstructed	1.5659e-06
dgnw_a03	9	30	std_reconstructed	6.78857e-07
dgnw_a03	9	30	max_error	0.0914873
dgnw_a03	9	30	rms_error	0.00498417
dgnw_a03	9	30	correlation	0.99968
dgnw_a03	9	30	srr	5.30386
dgnw_a03	9	30	precisionbits	2.45028
SOAG	9	30	min_original	3.37808e-20
SOAG	9	30	max_original	2.14354e-09
SOAG	9	30	mean_original	2.86189e-11
SOAG	9	30	std_original	8.6735e-11
SOAG	9	30	min_reconstructed	-2.26621e-10
SOAG	9	30	max_reconstructed	2.11787e-09
SOAG	9	30	mean_reconstructed	2.86189e-11
SOAG	9	30	std_reconstructed	8.56107e-11
SOAG	9	30	max_error	0.21287
SOAG	9	30	rms_error	0.00649392
SOAG	9	30	correlation	0.987038
SOAG	9	30	srr	2.63946
SOAG	9	30	precisionbits	1.23196
dgnw_a01	9	30	min_original	4.92289e-08
dgnw_a01	9	30	max_original	4.81925e-07
dgnw_a01	9	30	mean_original	1.66719e-07
dgnw_a01	9	30	std_original	7.7506e-08
dgnw_a01	9	30	min_reconstructed	4.85656e-08
dgnw_a01	9	30	max_reconstructed	4.77958e-07
dgnw_a01	9	30	mean_reconstructed	1.66719e-07
dgnw_a01	9	30	std_reconstructed	7.74876e-08
dgnw_a01	9	30	max_error	0.0828454
dgnw_a01	9	30	rms_error	0.00390028
dgnw_a01	9	30	correlation	0.999763
dgnw_a01	9	30	srr	5.52123
dgnw_a01	9	30	precisionbits	2.59343
QC	9	30	min_original	0
QC	9	30	max_original	8.70183e-08
QC	9	30	mean_original	1.93327e-09
QC	9	30	std_original	5.52514e-09
QC	9	30	min_reconstructed	-6.25844e-09
QC	9	30	max_reconstructed	7.87188e-08
QC	9	30	mean_reconstructed	1.93327e-09
QC	9	30	std_reconstructed	5.50507e-09
QC	9	30	max_error	0.254041
QC	9	30	rms_error	0.0054066
QC	9	30	correlation	0.996368
QC	9	30	srr	3.55383
QC	9	30	precisionbits	0.976865
CCN3	9	40	min_original	3.37544e-05
CCN3	9	40	max_original	1237.94
CCN3	9	40	mean_original	26.6431
CCN3	9	40	std_original	55.6838
CCN3	9	40	min_reconstructed	-38.2518
CCN3	9	40	max_reconstructed	1265.58
CCN3	9	40	mean_reconstructed	26.6431
CCN3	9	40	std_reconstructed	55.5411
CCN3	9	40	max_error	0.10707
CCN3	9	40	rms_error	0.00321807
CCN3	9	40	correlation	0.997438
CCN3	9	40	srr	3.80506
CCN3	9	40	precisionbits	2.22338
dst_a1	9	40	min_original	3.56598e-14
dst_a1	9	40	max_original	1.95292e-07
dst_a1	9	40	mean_original	6.50608e-10
dst_a1	9	40	std_original	3.33261e-09
dst_a1	9	40	min_reconstructed	-4.25439e-09
dst_a1	9	40	max_reconstructed	2.15382e-07
dst_a1	9	40	mean_reconstructed	6.50608e-10
dst_a1	9	40	std_reconstructed	3.29768e-09
dst_a1	9	40	max_error	0.103017
dst_a1	9	40	rms_error	0.0024642
dst_a1	9	40	correlation	0.989519
dst_a1	9	40	srr	2.79183
dst_a1	9	40	precisionbits	2.27904
dst_a3	9	40	min_original	9.76073e-22
dst_a3	9	40	max_original	4.80757e-06
dst_a3	9	40	mean_original	8.21532e-09
dst_a3	9	40	std_original	5.82361e-08
dst_a3	9	40	min_reconstructed	-1.03138e-07
dst_a3	9	40	max_reconstructed	4.70359e-06
dst_a3	9	40	mean_reconstructed	8.21532e-09
dst_a3	9	40	std_reconstructed	5.7649e-08
dst_a3	9	40	max_error	0.104408
dst_a3	9	40	rms_error	0.00171581
dst_a3	9	40	correlation	0.989917
dst_a3	9	40	srr	2.81965
dst_a3	9	40	precisionbits	2.25969
CLDICE	9	40	min_original	0
CLDICE	9	40	max_original	7.20326e-05
CLDICE	9	40	mean_original	7.17942e-07
CLDICE	9	40	std_original	1.7575e-06
CLDICE	9	40	min_reconstructed	-2.55317e-06
CLDICE	9	40	max_reconstructed	6.36704e-05
CLDICE	9	40	mean_reconstructed	7.17942e-07
CLDICE	9	40	std_reconstructed	1.7477e-06
CLDICE	9	40	max_error	0.217955
CLDICE	9	40	rms_error	0.00257344
CLDICE	9	40	correlation	0.994422
CLDICE	9	40	srr	3.24504
CLDICE	9	40	precisionbits	1.19789
IWC	9	40	min_original	0
IWC	9	40	max_original	4.12265e-05
IWC	9	40	mean_original	7.71055e-07
IWC	9	40	std_original	2.23987e-06
IWC	9	40	min_reconstructed	-1.78427e-06
IWC	9	40	max_reconstructed	4.10405e-05
IWC	9	40	mean_reconstructed	7.71055e-07
IWC	9	40	std_reconstructed	2.2371e-06
IWC	9	40	max_error	0.133407
IWC	9	40	rms_error	0.00269851
IWC	9	40	correlation	0.998766
IWC	9	40	srr	4.33153
IWC	9	40	precisionbits	1.90609
CLDLIQ	9	40	min_original	0
CLDLIQ	9	40	max_original	0.00016955
CLDLIQ	9	40	mean_original	3.0711e-06
CLDLIQ	9	40	std_original	7.7193e-06
CLDLIQ	9	40	min_reconstructed	-5.97244e-06
CLDLIQ	9	40	max_reconstructed	0.000152033
CLDLIQ	9	40	mean_reconstructed	3.0711e-06
CLDLIQ	9	40	std_reconstructed	7.68303e-06
CLDLIQ	9	40	max_error	0.291905
CLDLIQ	9	40	rms_error	0.00440821
CLDLIQ	9	40	correlation	0.995302
CLDLIQ	9	40	srr	3.3685
CLDLIQ	9	40	precisionbits	0.776428
DCQ	9	40	min_original	-1.92217e-07
DCQ	9	40	max_original	4.15146e-08
DCQ	9	40	mean_original	-3.7514e-09
DCQ	9	40	std_original	1.08604e-08
DCQ	9	40	min_reconstructed	-1.92465e-07
DCQ	9	40	max_reconstructed	4.36884e-08
DCQ	9	40	mean_reconstructed	-3.7514e-09
DCQ	9	40	std_reconstructed	1.08329e-08
DCQ	9	40	max_error	0.162404
DCQ	9	40	rms_error	0.00330378
DCQ	9	40	correlation	0.997469
DCQ	9	40	srr	3.81396
DCQ	9	40	precisionbits	1.62234
T	9	40	min_original	189.082
T	9	40	max_original	303.072
T	9	40	mean_original	242.867
T	9	40	std_original	32.7865
T	9	40	min_reconstructed	189.05
T	9	40	max_reconstructed	303.104
T	9	40	mean_reconstructed	242.867
T	9	40	std_reconstructed	32.7862
T	9	40	max_error	0.0361366
T	9	40	rms_error	0.00114597
T	9	40	correlation	0.999992
T	9	40	srr	7.97148
T	9	40	precisionbits	3.79039
CMFDQ	9	40	min_original	-1.88457e-07
CMFDQ	9	40	max_original	3.40484e-08
CMFDQ	9	40	mean_original	-3.21044e-09
CMFDQ	9	40	std_original	1.04241e-08
CMFDQ	9	40	min_reconstructed	-1.8654e-07
CMFDQ	9	40	max_reconstructed	3.012e-08
CMFDQ	9	40	mean_reconstructed	-3.21044e-09
CMFDQ	9	40	std_reconstructed	1.03943e-08
CMFDQ	9	40	max_error	0.23177
CMFDQ	9	40	rms_error	0.00353808
CMFDQ	9	40	correlation	0.997144
CMFDQ	9	40	srr	3.72697
CMFDQ	9	40	precisionbits	1.10923
pom_a1	9	40	min_original	1.37156e-14
pom_a1	9	40	max_original	2.42032e-08
pom_a1	9	40	mean_original	1.16573e-10
pom_a1	9	40	std_original	4.27212e-10
pom_a1	9	40	min_reconstructed	-1.22742e-09
pom_a1	9	40	max_reconstructed	2.2961e-08
pom_a1	9	40	mean_reconstructed	1.16573e-10
pom_a1	9	40	std_reconstructed	4.20157e-10
pom_a1	9	40	max_error	0.296515
pom_a1	9	40	rms_error	0.00319466
pom_a1	9	40	correlation	0.983485
pom_a1	9	40	srr	2.46602
pom_a1	9	40	precisionbits	0.753824
wat_a2	9	40	min_original	0
wat_a2	9	40	max_original	9.04323e-10
wat_a2	9	40	mean_original	5.97573e-12
wat_a2	9	40	std_original	1.39623e-11
wat_a2	9	40	min_reconstructed	-5.52422e-11
wat_a2	9	40	max_reconstructed	6.86597e-10
wat_a2	9	40	mean_reconstructed	5.97573e-12
wat_a2	9	40	std_reconstructed	1.33831e-11
wat_a2	9	40	max_error	0.473909
wat_a2	9	40	rms_error	0.00440084
wat_a2	9	40	correlation	0.958516
wat_a2	9	40	srr	1.81077
wat_a2	9	40	precisionbits	0.077317
wat_a3	9	40	min_original	0
wat_a3	9	40	max_original	2.6321e-07
wat_a3	9	40	mean_original	1.14976e-08
wat_a3	9	40	std_original	2.89249e-08
wat_a3	9	40	min_reconstructed	-2.67281e-08
wat_a3	9	40	max_reconstructed	2.62383e-07
wat_a3	9	40	mean_reconstructed	1.14976e-08
wat_a3	9	40	std_reconstructed	2.89026e-08
wat_a3	9	40	max_error	0.151257
wat_a3	9	40	rms_error	0.0043157
wat_a3	9	40	correlation	0.999229
wat_a3	9	40	srr	4.67036
wat_a3	9	40	precisionbits	1.72492
wat_a1	9	40	min_original	0
wat_a1	9	40	max_original	2.98927e-08
wat_a1	9	40	mean_original	1.11377e-09
wat_a1	9	40	std_original	2.39132e-09
wat_a1	9	40	min_reconstructed	-9.84957e-10
wat_a1	9	40	max_reconstructed	2.4455e-08
wat_a1	9	40	mean_reconstructed	1.11377e-09
wat_a1	9	40	std_reconstructed	2.38841e-09
wat_a1	9	40	max_error	0.219093
wat_a1	9	40	rms_error	0.0039449
wat_a1	9	40	correlation	0.998783
wat_a1	9	40	srr	4.34188
wat_a1	9	40	precisionbits	1.19038
SLV	9	40	min_original	239579
SLV	9	40	max_original	608620
SLV	9	40	mean_original	354664
SLV	9	40	std_original	78501
SLV	9	40	min_reconstructed	239511
SLV	9	40	max_reconstructed	608620
SLV	9	40	mean_reconstructed	354664
SLV	9	40	std_reconstructed	78499
SLV	9	40	max_error	0.045763
SLV	9	40	rms_error	0.00150445
SLV	9	40	correlation	0.999975
SLV	9	40	srr	7.14354
SLV	9	40	precisionbits	3.44967
DMS	9	40	min_original	0
DMS	9	40	max_original	1.59842e-09
DMS	9	40	mean_original	3.02511e-11
DMS	9	40	std_original	8.78583e-11
DMS	9	40	min_reconstructed	-7.24033e-11
DMS	9	40	max_reconstructed	1.59095e-09
DMS	9	40	mean_reconstructed	3.02511e-11
DMS	9	40	std_reconstructed	8.77295e-11
DMS	9	40	max_error	0.183813
DMS	9	40	rms_error	0.00297534
DMS	9	40	correlation	0.998534
DMS	9	40	srr	4.2074
DMS	9	40	precisionbits	1.44369
CLDFSNOW	9	40	min_original	0
CLDFSNOW	9	40	max_original	0.719323
CLDFSNOW	9	40	mean_original	0.0607795
CLDFSNOW	9	40	std_original	0.0894278
CLDFSNOW	9	40	min_reconstructed	-0.034893
CLDFSNOW	9	40	max_reconstructed	0.789875
CLDFSNOW	9	40	mean_reconstructed	0.0607795
CLDFSNOW	9	40	std_reconstructed	0.0894031
CLDFSNOW	9	40	max_error	0.144138
CLDFSNOW	9	40	rms_error	0.00292245
CLDFSNOW	9	40	correlation	0.999724
CLDFSNOW	9	40	srr	5.41076
CLDFSNOW	9	40	precisionbits	1.79447
DTV	9	40	min_original	-0.000232191
DTV	9	40	max_original	0.00041373
DTV	9	40	mean_original	4.45256e-06
DTV	9	40	std_original	1.67765e-05
DTV	9	40	min_reconstructed	-0.00023256
DTV	9	40	max_reconstructed	0.000412732
DTV	9	40	mean_reconstructed	4.45256e-06
DTV	9	40	std_reconstructed	1.66609e-05
DTV	9	40	max_error	0.266874
DTV	9	40	rms_error	0.00304406
DTV	9	40	correlation	0.993108
DTV	9	40	srr	3.09295
DTV	9	40	precisionbits	0.905771
H2O2	9	40	min_original	9.43771e-13
H2O2	9	40	max_original	3.55469e-09
H2O2	9	40	mean_original	2.0515e-10
H2O2	9	40	std_original	2.89616e-10
H2O2	9	40	min_reconstructed	-2.87571e-10
H2O2	9	40	max_reconstructed	3.55566e-09
H2O2	9	40	mean_reconstructed	2.0515e-10
H2O2	9	40	std_reconstructed	2.89388e-10
H2O2	9	40	max_error	0.134726
H2O2	9	40	rms_error	0.00323681
H2O2	9	40	correlation	0.999211
H2O2	9	40	srr	4.65409
H2O2	9	40	precisionbits	1.89189
ANRAIN	9	40	min_original	0
ANRAIN	9	40	max_original	53829.5
ANRAIN	9	40	mean_original	845.417
ANRAIN	9	40	std_original	2542.07
ANRAIN	9	40	min_reconstructed	-3185.95
ANRAIN	9	40	max_reconstructed	49511.3
ANRAIN	9	40	mean_reconstructed	845.417
ANRAIN	9	40	std_reconstructed	2538.1
ANRAIN	9	40	max_error	0.14675
ANRAIN	9	40	rms_error	0.00263782
ANRAIN	9	40	correlation	0.998439
ANRAIN	9	40	srr	4.16212
ANRAIN	9	40	precisionbits	1.76857
dgnd_a03	9	40	min_original	1.00004e-06
dgnd_a03	9	40	max_original	3.78263e-06
dgnd_a03	9	40	mean_original	1.22267e-06
dgnd_a03	9	40	std_original	2.22918e-07
dgnd_a03	9	40	min_reconstructed	9.52605e-07
dgnd_a03	9	40	max_reconstructed	3.782e-06
dgnd_a03	9	40	mean_reconstructed	1.22267e-06
dgnd_a03	9	40	std_reconstructed	2.22606e-07
dgnd_a03	9	40	max_error	0.112916
dgnd_a03	9	40	rms_error	0.00423954
dgnd_a03	9	40	correlation	0.998599
dgnd_a03	9	40	srr	4.24003
dgnd_a03	9	40	precisionbits	2.14668
FREQL	9	40	min_original	0
FREQL	9	40	max_original	0.86016
FREQL	9	40	mean_original	0.0468375
FREQL	9	40	std_original	0.104814
FREQL	9	40	min_reconstructed	-0.0227637
FREQL	9	40	max_reconstructed	0.856452
FREQL	9	40	mean_reconstructed	0.0468375
FREQL	9	40	std_reconstructed	0.104794
FREQL	9	40	max_error	0.134052
FREQL	9	40	rms_error	0.0023754
FREQL	9	40	correlation	0.99981
FREQL	9	40	srr	5.68084
FREQL	9	40	precisionbits	1.89914
ICIMR	9	40	min_original	0
ICIMR	9	40	max_original	0.00012157
ICIMR	9	40	mean_original	2.08026e-06
ICIMR	9	40	std_original	5.65876e-06
ICIMR	9	40	min_reconstructed	-2.50773e-06
ICIMR	9	40	max_reconstructed	0.000124206
ICIMR	9	40	mean_reconstructed	2.08026e-06
ICIMR	9	40	std_reconstructed	5.65202e-06
ICIMR	9	40	max_error	0.0890865
ICIMR	9	40	rms_error	0.00227173
ICIMR	9	40	correlation	0.998808
ICIMR	9	40	srr	4.35683
ICIMR	9	40	precisionbits	2.48865
Z3	9	40	min_original	41.1775
Z3	9	40	max_original	37654.4
Z3	9	40	mean_original	11238.9
Z3	9	40	std_original	10065.7
Z3	9	40	min_reconstructed	-522.169
Z3	9	40	max_reconstructed	37653.9
Z3	9	40	mean_reconstructed	11238.9
Z3	9	40	std_reconstructed	10065.6
Z3	9	40	max_error	0.0348159
Z3	9	40	rms_error	0.00118546
Z3	9	40	correlation	0.99999
Z3	9	40	srr	7.81854
Z3	9	40	precisionbits	3.84411
WSUB	9	40	min_original	0.2
WSUB	9	40	max_original	1.30369
WSUB	9	40	mean_original	0.245025
WSUB	9	40	std_original	0.0820812
WSUB	9	40	min_reconstructed	0.186661
WSUB	9	40	max_reconstructed	1.30257
WSUB	9	40	mean_reconstructed	0.245025
WSUB	9	40	std_reconstructed	0.0820738
WSUB	9	40	max_error	0.0786009
WSUB	9	40	rms_error	0.00100294
WSUB	9	40	correlation	0.999909
WSUB	9	40	srr	6.21242
WSUB	9	40	precisionbits	2.66931
FREQS	9	40	min_original	0
FREQS	9	40	max_original	0.940525
FREQS	9	40	mean_original	0.0930056
FREQS	9	40	std_original	0.156255
FREQS	9	40	min_reconstructed	-0.0575575
FREQS	9	40	max_reconstructed	0.944608
FREQS	9	40	mean_reconstructed	0.0930056
FREQS	9	40	std_reconstructed	0.156231
FREQS	9	40	max_error	0.0770348
FREQS	9	40	rms_error	0.00288997
FREQS	9	40	correlation	0.999849
FREQS	9	40	srr	5.84517
FREQS	9	40	precisionbits	2.69835
AQSNOW	9	40	min_original	0
AQSNOW	9	40	max_original	0.00024403
AQSNOW	9	40	mean_original	3.16677e-06
AQSNOW	9	40	std_original	6.6366e-06
AQSNOW	9	40	min_reconstructed	-1.23091e-05
AQSNOW	9	40	max_reconstructed	0.000237386
AQSNOW	9	40	mean_reconstructed	3.16677e-06
AQSNOW	9	40	std_reconstructed	6.58157e-06
AQSNOW	9	40	max_error	0.290427
AQSNOW	9	40	rms_error	0.00349521
AQSNOW	9	40	correlation	0.991707
AQSNOW	9	40	srr	2.95994
AQSNOW	9	40	precisionbits	0.783753
NUMICE	9	40	min_original	0
NUMICE	9	40	max_original	854591
NUMICE	9	40	mean_original	6914.6
NUMICE	9	40	std_original	20217.7
NUMICE	9	40	min_reconstructed	-28134
NUMICE	9	40	max_reconstructed	835109
NUMICE	9	40	mean_reconstructed	6914.6
NUMICE	9	40	std_reconstructed	20156.6
NUMICE	9	40	max_error	0.124094
NUMICE	9	40	rms_error	0.00183783
NUMICE	9	40	correlation	0.996978
NUMICE	9	40	srr	3.68624
NUMICE	9	40	precisionbits	2.0105
Q	9	40	min_original	1.24165e-06
Q	9	40	max_original	0.0183988
Q	9	40	mean_original	0.00258097
Q	9	40	std_original	0.00426885
Q	9	40	min_reconstructed	-0.000247201
Q	9	40	max_reconstructed	0.0183966
Q	9	40	mean_reconstructed	0.00258097
Q	9	40	std_reconstructed	0.00426876
