K	M	STATISTIC	VALUE
15	180	lanczos_mean	9.8495
15	180	lanczos_min	6
15	180	lanczos_max	283
15	180	lanczos_mean_converged	0
15	180	lanczos_min_converged	0
15	180	lanczos_max_converged	0
15	180	time_input	35.2054
15	180	time_solve	830.987
15	180	compression_ratio	0.124423
15	190	L_final	186.135
15	190	lanczos_mean	9.98548
15	190	lanczos_min	6
15	190	lanczos_max	297
15	190	lanczos_mean_converged	0
15	190	lanczos_min_converged	0
15	190	lanczos_max_converged	0
15	190	time_input	34.9101
15	190	time_solve	887.175
15	190	compression_ratio	0.131297
15	200	L_final	164.578
15	200	lanczos_mean	10.1182
15	200	lanczos_min	6
15	200	lanczos_max	309
15	200	lanczos_mean_converged	0
15	200	lanczos_min_converged	0
15	200	lanczos_max_converged	0
15	200	time_input	14.6381
15	200	time_solve	961.646
15	200	compression_ratio	0.138171
15	210	L_final	146.094
15	210	lanczos_mean	10.2587
15	210	lanczos_min	6
15	210	lanczos_max	325
15	210	lanczos_mean_converged	0
15	210	lanczos_min_converged	0
15	210	lanczos_max_converged	0
15	210	time_input	13.2265
15	210	time_solve	1041.24
15	210	compression_ratio	0.145045
15	220	L_final	130.159
15	220	lanczos_mean	10.4026
15	220	lanczos_min	6
15	220	lanczos_max	338
15	220	lanczos_mean_converged	0
15	220	lanczos_min_converged	0
15	220	lanczos_max_converged	0
15	220	time_input	9.15888
15	220	time_solve	1123.13
15	220	compression_ratio	0.151919
15	230	L_final	116.297
15	230	lanczos_mean	10.5413
15	230	lanczos_min	6
15	230	lanczos_max	350
15	230	lanczos_mean_converged	0
15	230	lanczos_min_converged	0
15	230	lanczos_max_converged	0
15	230	time_input	9.19851
15	230	time_solve	1217
15	230	compression_ratio	0.158793
15	240	L_final	104.13
15	240	lanczos_mean	10.6594
15	240	lanczos_min	6
15	240	lanczos_max	365
15	240	lanczos_mean_converged	0
15	240	lanczos_min_converged	0
15	240	lanczos_max_converged	0
15	240	time_input	15.8178
15	240	time_solve	1269.54
15	240	compression_ratio	0.165668
15	250	L_final	93.4426
15	250	lanczos_mean	10.7888
15	250	lanczos_min	6
15	250	lanczos_max	379
15	250	lanczos_mean_converged	0
15	250	lanczos_min_converged	0
15	250	lanczos_max_converged	0
15	250	time_input	15.0388
15	250	time_solve	1338.47
15	250	compression_ratio	0.172542
